date,open,high,low,close,volume
2024-04-16,56.47460642745418,56.51183510164309,55.7300506952848,56.093021392822266,3032300
2024-04-17,56.17678459253828,56.874806262822666,56.04648778213669,56.23262405395508,2400400
2024-04-18,56.31639099022446,57.591446559127675,56.130254704544704,57.442535400390625,3066800
2024-04-19,57.563521572319694,58.55006018870554,57.34015661598605,58.26154327392578,7990000
2024-04-22,58.16847610473633,58.5965952367899,57.293623502237025,58.16847610473633,3169600
2024-04-23,57.693822633025164,57.97303060696246,57.247085614339085,57.50768280029297,3195200
2024-04-24,56.79104838023998,57.52629878793543,56.23262886603293,57.29362487792969,3708600
2024-04-25,57.51698617438107,57.65659193160799,56.40945971151814,56.772430419921875,2726500
2024-04-26,56.51183682559908,56.77243045222762,55.91619222169279,55.9348030090332,2708800
2024-04-29,56.0371837541952,56.57698893072381,56.0371837541952,56.483917236328125,2977300
2024-04-30,56.56767819677624,56.56767819677624,53.38470090589219,54.5946044921875,6731000
2024-05-01,54.492221061943305,55.62767071319309,54.20370772784132,54.3246955871582,5208400
2024-05-02,54.65974802504001,55.33915533558045,54.22231999004371,55.236778259277344,3746200
2024-05-03,55.19955619248021,55.54391256339286,54.780742470925965,55.06925582885742,3273800
2024-05-06,55.34846772283363,56.07440914495577,54.836582309468625,56.0185661315918,4187500
2024-05-07,56.58629047329014,57.35876950774372,56.51183667316363,57.32154083251953,4171800
2024-05-08,57.00510713131316,58.14986232603394,56.8282762403687,57.731048583984375,4275500
2024-05-09,57.89856938603772,58.326688487497435,57.67520444193777,58.11262893676758,4173100
2024-05-10,58.298771030370254,58.689665023270365,57.92649492557987,58.61520767211914,2924300
2024-05-13,58.73619647927837,59.27599804982016,58.16847162813628,58.28946304321289,3690500
2024-05-14,58.6152008195062,58.6152008195062,57.07024646695564,57.39598846435547,3959800
2024-05-15,57.37723303274389,57.536742833419645,56.10114030996952,56.37324905395508,4165300
2024-05-16,56.4389297390264,58.287384308654175,56.4389297390264,57.79008483886719,4691600
2024-05-17,57.95898038056887,58.09034223612646,57.33970050483869,57.818233489990234,2842900
2024-05-20,57.70563769274421,57.761937164422235,57.06759133109495,57.114505767822266,2598600
2024-05-21,57.076977951343736,57.752553733533524,57.05821146026316,57.489830017089844,2957100
2024-05-22,56.8893140356494,58.15602170163872,56.8893140356494,58.08095932006836,3750600
2024-05-23,57.88391016384645,58.625170384979654,56.879926250905775,56.973758697509766,3563100
2024-05-24,57.16141682457293,57.4804399865336,56.58905500339639,56.75794982910156,2730700
2024-05-28,56.75795120361493,57.38661250836484,56.579671339196565,57.133270263671875,2875800
2024-05-29,56.7579503804393,56.85177924925721,56.19496642950604,56.32632827758789,3000500
2024-05-30,56.14804855824115,56.78609484930516,55.688278538755554,56.42953872680664,4713100
2024-05-31,56.55152303444369,58.59702388954385,56.467075620082966,58.58763885498047,8436900
2024-06-03,58.221704981753156,58.92543228672038,57.46168178316754,58.165409088134766,3677300
2024-06-04,57.733784966347976,58.65332151699112,57.66810403982647,58.00589370727539,5003700
2024-06-05,58.00589326042412,58.29676848945149,56.739185596590865,57.30216598510742,3419300
2024-06-06,57.24586013884857,58.30614345112073,57.02066944025902,57.39598846435547,3082200
2024-06-07,57.227106300646156,57.69625783963399,56.57029343019475,57.489830017089844,3185800
2024-06-10,57.48983367645158,58.3718373373271,57.35847180986825,58.12788009643555,4084000
2024-06-11,57.70563237027067,57.79946123507099,57.058204612728225,57.696250915527344,2563000
2024-06-12,57.98712260249806,58.09033650148757,56.67350059725986,56.73918151855469,2703100
2024-06-13,56.692267623539784,57.30216602767076,56.40139597363838,56.9831428527832,2499600
2024-06-14,56.71103649886624,57.1708065799952,55.6132236204698,55.82903289794922,2623900
2024-06-17,55.35988320786873,56.56091003715838,54.853198672008794,56.44831466674805,2855100
2024-06-18,56.31695139948632,56.6922704846032,55.59445759697503,56.21373748779297,3401000
2024-06-20,56.1199078631794,57.33031610227169,55.99792746195507,57.24586868286133,3599400
2024-06-21,57.38661171786762,57.70563488315958,56.83301280101811,57.56488800048828,22497800
2024-06-24,57.33969866946597,58.428130039829426,56.85178066491104,58.29676818847656,4346300
2024-06-25,58.090337421360125,58.20293277688539,56.870544261701205,56.908077239990234,3890300
2024-06-26,56.58905186779088,57.395989393363,56.4670714827979,56.92683792114258,3041900
2024-06-27,56.96437712124912,57.433528644723765,56.66412043257271,56.870548248291016,2300300
2024-06-28,57.020673696129236,57.170802032841316,56.495222727966016,56.72041702270508,11726000
2024-07-01,57.067595562325884,57.6211945471753,56.72980586589677,56.89870071411133,2185500
2024-07-02,56.99252755098453,58.32491613395446,56.8705471550103,58.29676818847656,3581100
2024-07-03,58.5219631440103,58.82221984863281,58.24047293084447,58.82221984863281,2680500
2024-07-05,58.212318476601986,58.72838440627936,56.89869285620335,57.57427215576172,4111700
2024-07-08,57.574273922532726,59.55409386889364,57.53674094266286,59.46964645385742,4534800
2024-07-09,59.45088619214438,60.276590359732474,59.084948548431555,59.235076904296875,3974100
2024-07-10,59.58224372249816,60.323503991631185,58.94419736164215,60.267208099365234,3882700
2024-07-11,60.4830192091747,61.149213575829606,59.96695320091164,60.28597640991211,3295800
2024-07-12,60.68944007418657,60.74573596502907,60.04201227410391,60.314117431640625,2378600
2024-07-15,60.220286135926735,60.520542806136966,59.40396353750154,59.48841094970703,2869200
2024-07-16,59.11309277892434,60.689442206043026,58.76592164894645,60.57684326171875,2130000
2024-07-17,60.73635758905579,61.73095649873405,60.726972554431306,61.66527557373047,2490500
2024-07-18,61.25242628204201,62.0030716384991,60.67068293153819,60.792659759521484,1947500
2024-07-19,60.905254636856064,60.914632513138145,59.610391841510655,60.22967529296875,2730400
2024-07-22,60.41733321562721,60.41733321562721,59.497796650078286,60.192142486572266,1404300
2024-07-23,59.873116063617346,60.04201089093806,58.353062617730984,58.3812141418457,2255400
2024-07-24,58.33429843203161,59.15062465610337,58.07157472553056,58.78468704223633,1847300
2024-07-25,58.92542735015842,60.34226329721775,58.92542735015842,59.41334533691406,1998700
2024-07-26,59.413343477084666,60.07953772341278,59.24444865698152,60.032623291015625,2048300
2024-07-29,59.84496202048398,60.276580525761524,59.37581053752793,59.39457702636719,3293500
2024-07-30,57.23648541259765,59.2444533445416,55.39741231412021,58.64393997192383,6377400
2024-07-31,58.28738749755123,58.76592408238987,57.236489029069396,58.184173583984375,4783600
2024-08-01,58.46566976222833,58.803455884942274,56.4295500934297,56.748573303222656,3561900
2024-08-02,56.542136371562485,56.83301158583757,55.03147157047943,55.275428771972656,4081500
2024-08-05,54.42157453235208,55.322344562121366,54.02748898658124,54.59046936035156,4091700
2024-08-06,54.70306783166254,55.04085750688062,54.17762040740518,54.3840446472168,3019500
2024-08-07,54.99393994064567,55.55692031441599,54.562321415465625,54.59046936035156,2778100
2024-08-08,54.67491691289458,55.585071979493414,54.67491691289458,54.8719596862793,1849200
2024-08-09,54.67491708549884,54.890726349317006,54.346508882812294,54.83442687988281,1640200
2024-08-12,54.8907295170069,54.98455839213673,54.1588542688363,54.48725891113281,2045800
2024-08-13,54.3089780824721,54.82504401128481,53.37067509214286,54.77812957763672,3625500
2024-08-14,54.77812957763672,54.81565897695008,54.36527397111307,54.77812957763672,2353300
2024-08-15,55.01270636267546,55.50062435636908,54.70306465194335,55.228515625,2589200
2024-08-16,55.19098225352056,55.48185747250457,54.937640013632915,55.4443244934082,2036500
2024-08-19,55.45371110986012,56.14805697040153,55.45371110986012,55.997928619384766,2301100
2024-08-20,55.92286165088123,56.054227087588494,55.350499783696485,55.3692626953125,1833800
2024-08-21,55.58691912752472,56.08846830084152,55.473357963433344,56.04115295410156,1875900
2024-08-22,56.08846879199998,56.135784139154275,55.492285310053006,56.069541931152344,1875100
2024-08-23,56.35343540598415,57.28082989143931,56.15470878980007,57.25244140625,1713000
2024-08-26,57.47009561691376,57.763456537359986,57.0821040046743,57.47956085205078,1703700
2024-08-27,57.53633828113218,57.58365362740542,56.7603550504766,57.30922317504883,1787100
2024-08-28,56.84553005926295,57.74453617213713,56.51431899080241,57.6877555847168,1654500
2024-08-29,57.82023401388999,57.85808773490997,56.74142823432712,57.57419204711914,1535700
2024-08-30,57.678283214477325,57.83915610064031,57.26189953748281,57.71613693237305,3369000
2024-09-03,57.205124423080484,57.583650784508116,56.92122874952742,57.365997314453125,2302900
2024-09-04,57.54580530077113,58.33125018106526,57.39439402204397,58.1230583190918,2388500
2024-09-05,58.28393664654776,58.71924363518961,56.80767392558395,56.84552764892578,3138500
2024-09-06,56.807670504271634,57.299758048289654,56.01276041161629,56.277732849121094,2641500
2024-09-09,56.514313683899886,56.845524721258485,56.012760900276,56.306121826171875,1996000
2024-09-10,56.41022083969755,56.41022083969755,55.113761495519164,55.880279541015625,3220600
2024-09-11,56.0411500682861,56.0411500682861,54.99073281907378,55.83295822143555,2535500
2024-09-12,55.83295950963032,56.57108900559716,55.36926046092714,56.419677734375,2145100
2024-09-13,56.675189053736766,57.15781499768806,56.448073935348866,57.14834976196289,1837400
2024-09-16,57.5836545831141,57.678288887160726,56.63733320222525,57.167274475097656,1602800
2024-09-17,57.4511685036543,57.583652915553394,56.98747306200745,57.2145881652832,1837700
2024-09-18,57.157811206471116,57.77291792040788,56.88337714751975,57.28083038330078,2050500
2024-09-19,57.772915590520725,59.249178142306754,57.56472735585824,59.0977668762207,4254900
2024-09-20,58.899040319482246,58.899040319482246,57.649892860733665,58.06627655029297,11786600
2024-09-23,57.70668029105103,58.425886598450084,57.31868864966699,57.640438079833984,3112100
2024-09-24,58.00003785694937,58.454271683106356,57.3186853127491,57.470096588134766,2620300
2024-09-25,57.4890223949108,57.56472983618054,55.00019621707514,55.01912307739258,3304400
2024-09-26,55.038049866111386,56.26826690570839,55.02858824092972,56.18309783935547,2967800
2024-09-27,56.5427012761434,57.44170729038597,56.5427012761434,56.77928161621094,1845200
2024-09-30,56.77928324432905,57.05371731305975,56.12632278659393,56.533241271972656,2979700
2024-10-01,55.83296279112783,56.77928419436728,55.46389802145318,56.325050354003906,2294100
2024-10-02,56.40074953033657,56.73196416006949,55.44496658038248,55.63423156738281,2166300
2024-10-03,55.43550537848663,55.49228234806939,54.65951856487137,55.3314094543457,2167700
2024-10-04,55.558525865705576,56.268266881700576,55.40711459335716,56.05061340332031,2299700
2024-10-07,56.022223180403344,56.239876652033374,55.46389345407262,55.70047378540039,1928000
2024-10-08,55.4165752373901,55.4165752373901,54.224208407741514,54.46078872680664,2179400
2024-10-09,54.385090773442585,54.80147088037632,53.77944566883731,53.911930084228516,2454400
2024-10-10,54.1768984760521,54.763616715143485,53.8267605796509,54.214752197265625,2010200
2024-10-11,54.42293531652654,55.265164289492304,54.42293531652654,54.858245849609375,1897600
2024-10-14,54.67844891836627,55.04751368395306,54.25260717956898,54.80147171020508,1653800
2024-10-15,54.848786331050604,55.728865503447686,54.54596377817522,54.5743522644043,2169300
2024-10-16,54.716299592347305,55.38818687739299,54.716299592347305,55.16107177734375,1610900
2024-10-17,55.29356122567048,55.558530069848175,54.80147365081922,55.482826232910156,2005100
2024-10-18,55.40711690771817,55.50175121309474,52.90882900465074,53.372528076171875,4330200
2024-10-21,53.62803045096344,54.1011911372501,52.870974074890704,53.11701965332031,1953400
2024-10-22,53.20218676647325,53.429301865985536,52.67224551772886,52.70063400268555,2304200
2024-10-23,52.729025890577006,53.13594435302932,52.29371533335004,53.0697021484375,2197800
2024-10-24,53.13594443308482,53.54286289615021,52.747952829921246,53.46715545654297,1887900
2024-10-25,53.713198608705724,54.11065545561486,53.37252595269296,53.5239372253418,1815300
2024-10-28,53.46715531755388,54.366161305941105,53.41983997288706,54.16743469238281,1878700
2024-10-29,53.864612997031664,54.65952312690022,53.27789473282121,53.29682159423828,2986500
2024-10-30,53.37252317531261,53.94031451571685,52.492444070735516,52.54922103881836,2705200
2024-10-31,52.7574133021764,53.03184734986225,52.142303003560464,52.24639892578125,5370200
2024-11-01,52.48298011989213,52.75741417210317,51.64075471338806,51.70699691772461,2234800
2024-11-04,51.86787045311111,52.57761141032973,51.839478360070515,52.331565856933594,2459400
2024-11-05,47.78922770573543,49.218171341835,46.29403825465124,49.208709716796875,9049800
2024-11-06,49.53992492219794,50.779607282702585,48.7166262970935,50.40107727050781,5034300
2024-11-07,50.32536562217263,50.36321933950214,49.132998795797384,49.67240524291992,4173800
2024-11-08,49.312806843146525,49.55884880935526,48.83018092606816,49.33173370361328,3482500
2024-11-11,49.5683119304603,50.09824956120938,49.29387788029132,49.54938507080078,2480300
2024-11-12,49.01944560026175,49.29387966034081,48.60306550250453,48.669307708740234,2661600
