day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
av_SUGAR_d10;0;ASH_COATED_OSMIUM;9884;16;9880;16;;;9914;14;9917;13;;;9899.0;0.0
av_SUGAR_d10;0;INTARIAN_PEPPER_ROOT;12986;16;12983;16;;;13013;13;13016;15;;;12999.5;0.0
av_SUGAR_d10;100;ASH_COATED_OSMIUM;9897;11;9893;16;;;9903;6;9905;16;;;9900.0;0.0
av_SUGAR_d10;100;INTARIAN_PEPPER_ROOT;12997;20;12995;19;;;13003;7;13007;21;;;13000.0;0.0
av_SUGAR_d10;200;ASH_COATED_OSMIUM;9896;12;9894;29;;;9902;24;9904;21;;;9899.0;0.0
av_SUGAR_d10;200;INTARIAN_PEPPER_ROOT;12997;20;12994;22;;;13003;23;13006;18;;;13000.0;0.0
av_SUGAR_d10;300;ASH_COATED_OSMIUM;9889;13;9886;29;;;9911;16;9913;23;;;9900.0;0.0
av_SUGAR_d10;300;INTARIAN_PEPPER_ROOT;12995;16;12993;15;;;13001;14;13004;23;;;12998.0;0.0
av_SUGAR_d10;400;ASH_COATED_OSMIUM;9897;9;9894;29;;;9903;17;9905;11;;;9900.0;0.0
av_SUGAR_d10;400;INTARIAN_PEPPER_ROOT;12991;17;12988;18;;;13006;15;13010;26;;;12998.5;0.0
av_SUGAR_d10;500;ASH_COATED_OSMIUM;9897;13;9893;29;;;9903;8;9907;13;;;9900.0;0.0
av_SUGAR_d10;500;INTARIAN_PEPPER_ROOT;12992;12;12990;18;;;13002;18;13005;23;;;12997.0;0.0
av_SUGAR_d10;600;ASH_COATED_OSMIUM;9895;15;9892;16;;;9905;16;9909;13;;;9900.0;0.0
av_SUGAR_d10;600;INTARIAN_PEPPER_ROOT;12996;26;12992;17;;;13002;17;13005;26;;;12999.0;0.0
av_SUGAR_d10;700;ASH_COATED_OSMIUM;9897;9;9894;22;;;9903;17;9907;25;;;9900.0;0.0
av_SUGAR_d10;700;INTARIAN_PEPPER_ROOT;12994;18;12991;20;;;13000;11;13004;28;;;12997.0;0.0
av_SUGAR_d10;800;ASH_COATED_OSMIUM;9893;16;9890;17;;;9906;18;9910;31;;;9899.5;0.0
av_SUGAR_d10;800;INTARIAN_PEPPER_ROOT;12995;16;12992;14;;;13001;12;13003;22;;;12998.0;0.0
av_SUGAR_d10;900;ASH_COATED_OSMIUM;9897;19;9895;14;;;9903;15;9907;16;;;9900.0;0.0
av_SUGAR_d10;900;INTARIAN_PEPPER_ROOT;12994;11;12990;24;;;13000;22;13003;27;;;12997.0;0.0
av_SUGAR_d10;1000;ASH_COATED_OSMIUM;9894;15;9891;12;;;9905;14;9909;19;;;9899.5;0.0
av_SUGAR_d10;1000;INTARIAN_PEPPER_ROOT;12989;15;12985;16;;;13007;5;13011;18;;;12998.0;0.0
av_SUGAR_d10;1100;ASH_COATED_OSMIUM;9897;14;9895;8;;;9903;11;9906;17;;;9900.0;0.0
av_SUGAR_d10;1100;INTARIAN_PEPPER_ROOT;12994;16;12991;19;;;13000;18;13002;14;;;12997.0;0.0
av_SUGAR_d10;1200;ASH_COATED_OSMIUM;9896;20;9893;25;;;9904;20;9906;14;;;9900.0;0.0
av_SUGAR_d10;1200;INTARIAN_PEPPER_ROOT;12994;19;12992;15;;;13000;9;13004;28;;;12997.0;0.0
av_SUGAR_d10;1300;ASH_COATED_OSMIUM;9890;7;9887;26;;;9910;17;9913;19;;;9900.0;0.0
av_SUGAR_d10;1300;INTARIAN_PEPPER_ROOT;12994;13;12990;27;;;13000;15;13004;18;;;12997.0;0.0
av_SUGAR_d10;1400;ASH_COATED_OSMIUM;9897;5;9893;15;;;9903;15;9906;13;;;9900.0;0.0
av_SUGAR_d10;1400;INTARIAN_PEPPER_ROOT;12992;15;12990;19;;;13001;14;13005;13;;;12996.5;0.0
av_SUGAR_d10;1500;ASH_COATED_OSMIUM;9895;21;9891;26;;;9906;14;9909;19;;;9900.5;0.0
av_SUGAR_d10;1500;INTARIAN_PEPPER_ROOT;12993;27;12989;13;;;12999;16;13003;12;;;12996.0;0.0
av_SUGAR_d10;1600;ASH_COATED_OSMIUM;9898;14;9895;17;;;9904;11;9907;23;;;9901.0;0.0
