session_id,final_pnl,max_drawdown,max_position_osmium,max_position_pepper,trades_osmium,trades_pepper
0,583.9350379810348,236.01679032313405,80,80,126,90
1,1035.132161320973,344.6749176643989,80,74,175,97
2,1734.956353012065,235.29743784945458,74,80,150,100
3,922.1624037726651,282.2156027152014,80,62,106,87
4,1490.1454760218658,238.7551060123369,80,76,135,85
5,-210.30825976858614,713.3615546899964,50,68,114,81
6,1117.1816755554428,277.11361994897015,69,80,114,82
7,1347.5741785127902,219.7653485959745,80,72,99,79
8,1475.7533709945637,310.26549857312784,80,80,122,97
9,691.8061394131655,386.5131287725744,77,64,133,68
10,-99.45448842796031,628.4327236736572,80,80,124,92
11,392.0055098569137,349.0479494285919,78,73,150,96
12,479.52700980196823,478.61723689360406,80,67,135,95
13,1685.358065516164,239.24241977377096,77,78,133,85
14,949.4219319459626,246.65473593995557,80,76,149,82
15,1459.7826070373994,272.0971224429959,78,53,151,68
16,891.1554490011367,360.7736092856285,80,58,91,98
17,1198.873328471178,492.2346152315149,80,80,136,90
18,400.8092783289212,782.6852910071393,80,77,131,107
19,914.2041273242794,350.56856089350185,80,45,136,92
20,1051.5136436058674,316.6134653666886,80,80,154,75
21,1540.019141983823,275.44773241883377,80,80,137,94
22,395.7587582053129,419.6424536135419,80,80,158,71
23,893.9249846318862,240.90633320573397,80,57,160,89
24,902.2758837657457,284.850980642761,77,80,135,80
25,1263.3629105396394,334.3732673416089,69,76,115,95
26,346.5667261358758,510.44294485928276,80,80,170,100
27,1024.2320106262123,309.99101711286676,80,60,151,114
28,1151.39213589692,270.558695790387,76,80,118,88
29,1346.9066723582728,244.3331400225543,77,57,153,93
30,1760.127951604065,171.4469809401162,80,61,142,82
31,881.8644078653233,355.48626315477304,80,66,126,66
32,809.0164503614951,466.1799866913134,80,80,189,78
33,1213.6610368857728,451.1771625174151,68,77,146,95
34,855.3654417666112,378.3154052347927,80,72,118,77
35,988.8286422732999,286.30463486716326,80,36,163,55
36,251.32954776150655,599.8113453014812,80,80,126,87
37,1253.1255431016907,275.80824023478635,80,80,153,98
38,1316.666212887998,264.04447698585136,80,78,123,94
39,420.9252736396884,290.9007755505136,80,80,126,74
40,1602.2221865172614,360.40420607087435,80,72,108,94
41,-152.45491535542533,838.6905470277998,74,77,136,90
42,1073.972740722198,358.57076323599904,80,61,130,91
43,1380.0432654181095,210.20823307250976,80,49,114,57
44,674.7449739448593,306.2664369490449,80,80,131,99
45,969.6174888002133,272.52766038346454,80,60,104,92
46,822.7755127614073,367.89350654410373,80,69,123,86
47,1424.0364775991766,312.0533076149295,77,80,117,80
48,1052.968142547601,333.80829322661884,72,80,128,106
49,788.1349095145415,296.3125003572786,79,61,139,68
