day,ts,K,S,TTE,iv,fair_iv,iv_dev,price,price_edge
0,0,5000.0,5250.0,8.0,0.012523847770690917,0.012893569119601619,-0.00036972134891070235,257.0,-0.8434171808867177
0,0,5100.0,5250.0,8.0,0.012561992835998535,0.012426725360221443,0.00013526747577709275,171.5,0.5762697325067165
0,0,5200.0,5250.0,8.0,0.012523847770690917,0.012223572946177898,0.0003002748245130183,101.5,1.693443701832166
0,0,5300.0,5250.0,8.0,0.01266117000579834,0.012269261296805289,0.0003919087089930516,53.0,2.2675993511040815
0,0,5400.0,5250.0,8.0,0.012554363822937011,0.012549950620994796,4.413201942214673e-06,23.0,0.026349995212740396
0,0,5500.0,5250.0,8.0,0.012554363822937011,0.01305272801263606,-0.0004983641896990493,8.5,-1.325329766643108
0,0,6000.0,5250.0,8.0,0.018497364997863766,0.01850192028191916,-4.555284055393627e-06,0.5,-0.0008634378307199597
0,0,6500.0,5250.0,8.0,0.028026002311706544,0.0279852257002668,4.077661143974537e-05,0.5,0.0072556870558280195
0,5000,5000.0,5238.5,7.995,0.012325493431091308,0.012751195252936416,-0.00042570182184510814,246.0,-1.0364378012582165
0,5000,5100.0,5238.5,7.995,0.012584879875183105,0.012331177583122683,0.00025370229206042247,162.5,1.1088393417471707
0,5000,5200.0,5238.5,7.995,0.01250858974456787,0.012171825878738135,0.00033676386582973464,94.5,1.953007375705056
0,5000,5300.0,5238.5,7.995,0.012577250862121582,0.012258444748388234,0.00031880611373334873,48.0,1.79959456281631
0,5000,5400.0,5238.5,7.995,0.012539105796813964,0.012577339408155622,-3.8233611341658216e-05,20.5,-0.15701263891014605
0,5000,5500.0,5238.5,7.995,0.012584879875183105,0.01311573260513254,-0.0005308527299494343,7.5,-1.3040697860418504
0,5000,6000.0,5238.5,7.995,0.018779638481140136,0.01870834252510657,7.129595603356728e-05,0.5,0.0162100032009036
0,5000,6500.0,5238.5,7.995,0.02830064678192138,0.0282864268464423,1.421993547907896e-05,0.5,0.0018810815499605837
0,10000,5000.0,5232.5,7.99,0.01250858974456787,0.012871430252689256,-0.00036284050812138667,241.0,-0.9279685270284972
0,10000,5100.0,5232.5,7.99,0.012623024940490724,0.012428009133198694,0.00019501580729202987,158.0,0.8699704399455186
0,10000,5200.0,5232.5,7.99,0.012600137901306152,0.012250053241509568,0.0003500846597965842,91.5,2.0328230099498796
0,10000,5300.0,5232.5,7.99,0.012623024940490724,0.012322602362862185,0.0003004225776285386,46.0,1.6757844138958262
0,10000,5400.0,5232.5,7.99,0.012584879875183105,0.012631714778051958,-4.6834902868853404e-05,19.5,-0.17900944384814466
0,10000,5500.0,5232.5,7.99,0.012600137901306152,0.013164382708242953,-0.0005642448069368006,7.0,-1.3433476942116158
0,10000,6000.0,5232.5,7.99,0.018924589729309084,0.018782143474111945,0.00014244625519713866,0.5,0.03323815130489294
0,10000,6500.0,5232.5,7.99,0.02844559803009033,0.028459647112077595,-1.4049081987266288e-05,0.5,-0.002910899258907307
0,15000,5000.0,5241.5,7.985,0.012447557640075683,0.012866847608838867,-0.00041928996876318403,249.0,-1.0212694746805937
0,15000,5100.0,5241.5,7.985,0.012630653953552246,0.012406104851933815,0.00022454910161843165,165.0,0.9612168338144329
0,15000,5200.0,5241.5,7.985,0.012554363822937011,0.012211324833702847,0.0003430389892341637,96.5,1.9859968275236497
0,15000,5300.0,5241.5,7.985,0.012645911979675293,0.012267525344324019,0.0003783866353512747,49.5,2.1581117758223627
0,15000,5400.0,5241.5,7.985,0.012523847770690917,0.012560744015664966,-3.689624497404953e-05,21.0,-0.16531439382538338
0,15000,5500.0,5241.5,7.985,0.0124857027053833,0.013077953661139624,-0.0005922509557563238,7.5,-1.481580878658292
0,15000,6000.0,5241.5,7.985,0.018718606376647948,0.018624351230417776,9.425514623017175e-05,0.5,0.022034398789084975
0,15000,6500.0,5241.5,7.985,0.02824724369049072,0.028239036393431137,8.207297059581453e-06,0.5,0.0013275856966714628
0,20000,4500.0,5239.5,7.98,0.021137003517150876,0.021065849802450458,7.115371470041779e-05,740.0,0.015113753143850772
0,20000,5000.0,5239.5,7.98,0.012783234214782715,0.013231356147665125,-0.00044812193288240945,248.0,-1.1405330874249557
0,20000,5100.0,5239.5,7.98,0.012760347175598147,0.012649549796771192,0.0001107973788269552,164.0,0.4898689855917837
0,20000,5200.0,5239.5,7.98,0.01259250888824463,0.01235272694619516,0.00023978194204946936,95.5,1.3871309381388528
0,20000,5300.0,5239.5,7.98,0.012699315071105959,0.01232486619255505,0.00037444887855090855,49.0,2.1151447900469975
0,20000,5400.0,5239.5,7.98,0.012500960731506347,0.012551035903519877,-5.0075172013530275e-05,20.5,-0.20010564640756456
0,20000,5500.0,5239.5,7.98,0.012561992835998535,0.013017303788966237,-0.0004553109529677017,7.5,-1.1196114927897156
0,20000,6000.0,5239.5,7.98,0.018772009468078617,0.018522797696120117,0.0002492117719584998,0.5,0.05710329917947021
0,20000,6500.0,5239.5,7.98,0.02830064678192138,0.028392532410143993,-9.18856282226127e-05,0.5,-0.01603307481980565
0,25000,5000.0,5233.5,7.975,0.012561992835998535,0.012883878637060796,-0.00032188580106226085,242.0,-0.8268524648156017
0,25000,5100.0,5233.5,7.975,0.012684057044982912,0.01244396704738,0.00024008999760291236,159.0,1.0774921877700763
0,25000,5200.0,5233.5,7.975,0.012516218757629394,0.012268746348272772,0.00024747240935662183,91.5,1.4120981748751547
0,25000,5300.0,5233.5,7.975,0.012569621849060058,0.01234329915056213,0.0002263226984979272,46.0,1.2611682391197974
0,25000,5400.0,5233.5,7.975,0.012554363822937011,0.012653723665380714,-9.935984244370359e-05,19.5,-0.4146875394817471
0,25000,5500.0,5233.5,7.975,0.01279086322784424,0.013187049388433049,-0.00039618616058880937,7.5,-0.962520225620608
0,25000,6000.0,5233.5,7.975,0.018916960716247558,0.018799428760844054,0.00011753195540350342,0.5,0.027932262181124656
0,25000,6500.0,5233.5,7.975,0.02844559803009033,0.028459583286856556,-1.3985256766227416e-05,0.5,-0.00221865635884555
0,30000,5000.0,5231.0,7.97,0.012668799018859865,0.012968013879412094,-0.0002992148605522292,240.0,-0.7982042291732796
0,30000,5100.0,5231.0,7.97,0.012668799018859865,0.012474851766294048,0.0001939472525658171,157.0,0.8869355156416532
0,30000,5200.0,5231.0,7.97,0.01250858974456787,0.012256171753338638,0.00025241799122923195,90.0,1.451152295398515
0,30000,5300.0,5231.0,7.97,0.012645911979675293,0.012296518188904012,0.0003493937907712817,45.5,1.9472997941220456
0,30000,5400.0,5231.0,7.97,0.012546734809875488,0.01258148732821035,-3.4752518334861884e-05,19.0,-0.12480976306949287
0,30000,5500.0,5231.0,7.97,0.01243992862701416,0.01309764001865493,-0.0006577113916407702,6.5,-1.5028629192454446
0,30000,6000.0,5231.0,7.97,0.018985621833801265,0.018733998288124835,0.00025162354567643055,0.5,0.05708907681903952
0,30000,6500.0,5231.0,7.97,0.028514259147644043,0.02856996295735904,-5.570380971499714e-05,0.5,-0.009930901130804415
0,35000,5000.0,5230.5,7.965,0.012653540992736818,0.012937053622607744,-0.0002835126298709259,239.5,-0.7566382486375005
0,35000,5100.0,5230.5,7.965,0.012653540992736818,0.012452723107631685,0.00020081788510513225,156.5,0.8885645757086422
0,35000,5200.0,5230.5,7.965,0.012470444679260253,0.012241870607795904,0.0002285740714643488,89.5,1.3434050112764453
0,35000,5300.0,5230.5,7.965,0.01259250888824463,0.012289094435058191,0.00030341445318643814,45.0,1.6889360438813128
0,35000,5400.0,5230.5,7.965,0.012577250862121582,0.012580041200020809,-2.7903378992267386e-06,19.0,-0.008366553600012594
0,35000,5500.0,5230.5,7.965,0.012462815666198728,0.013101318793848996,-0.0006385031276502674,6.5,-1.4566820889473888
0,35000,6000.0,5230.5,7.965,0.019000879859924314,0.0187519571236103,0.00024892273631401535,0.5,0.057015932934202596
0,35000,6500.0,5230.5,7.965,0.02852951717376709,0.028586440224416552,-5.692305064946418e-05,0.5,-0.009246359117984326
0,40000,4500.0,5232.5,7.96,0.02099968128204345,0.020860491709766702,0.0001391895722767482,733.0,0.029279673319251742
0,40000,5000.0,5232.5,7.96,0.012539105796813964,0.013124727288397064,-0.0005856214915831003,241.0,-1.540514702795008
0,40000,5100.0,5232.5,7.96,0.012645911979675293,0.012564463087425738,8.144889224955508e-05,158.0,0.3652829939264848
0,40000,5200.0,5232.5,7.96,0.012455186653137206,0.012289681542483763,0.00016550511065344282,90.5,0.9371371999359326
0,40000,5300.0,5232.5,7.96,0.012645911979675293,0.012284324922077846,0.00036158705759744766,46.0,2.0161544779086853
0,40000,5400.0,5232.5,7.96,0.012607766914367676,0.012533427944284485,7.433897008319104e-05,19.5,0.3138163846209636
0,40000,5500.0,5232.5,7.96,0.012623024940490724,0.013023027116311486,-0.00040000217582076246,7.0,-0.9392445167318328
0,40000,6000.0,5232.5,7.96,0.018962734794616694,0.018650201694942168,0.00031253309967452583,0.5,0.07013883026441903
0,40000,6500.0,5232.5,7.96,0.028499001121520994,0.028647980156652014,-0.0001489790351310201,0.5,-0.026626777411369318
0,45000,5000.0,5233.5,7.955,0.012577250862121582,0.012880244441537856,-0.0003029935794162733,242.0,-0.7749844005202249
