day,ts,K,S,price,TTE,iv,moneyness
0,0,5000,5250.0,257.0,8.0,0.012523847770690917,-0.048790164169432056
0,0,5100,5250.0,171.5,8.0,0.012561992835998535,-0.028987536873252298
0,0,5200,5250.0,101.5,8.0,0.012523847770690917,-0.009569451016150672
0,0,5300,5250.0,53.0,8.0,0.01266117000579834,0.009478743954543739
0,0,5400,5250.0,23.0,8.0,0.012554363822937011,0.028170876966696224
0,0,5500,5250.0,8.5,8.0,0.012554363822937011,0.04652001563489291
0,0,6000,5250.0,0.5,8.0,0.018497364997863766,0.13353139262452257
0,0,6500,5250.0,0.5,8.0,0.028026002311706544,0.2135741002980591
0,5000,5000,5238.5,246.0,7.995,0.012325493431091308,-0.046597285376782205
0,5000,5100,5238.5,162.5,7.995,0.012584879875183105,-0.02679465808060244
0,5000,5200,5238.5,94.5,7.995,0.01250858974456787,-0.00737657222350092
0,5000,5300,5238.5,48.0,7.995,0.012577250862121582,0.011671622747193501
0,5000,5400,5238.5,20.5,7.995,0.012539105796813964,0.03036375575934621
0,5000,5500,5238.5,7.5,7.995,0.012584879875183105,0.04871289442754269
0,5000,6000,5238.5,0.5,7.995,0.018779638481140136,0.1357242714171724
0,5000,6500,5238.5,0.5,7.995,0.02830064678192138,0.21576697909070894
0,10000,5000,5232.5,241.0,7.99,0.01250858974456787,-0.04545126290391742
0,10000,5100,5232.5,158.0,7.99,0.012623024940490724,-0.02564863560773769
0,10000,5200,5232.5,91.5,7.99,0.012600137901306152,-0.006230549750636086
0,10000,5300,5232.5,46.0,7.99,0.012623024940490724,0.012817645220058302
0,10000,5400,5232.5,19.5,7.99,0.012584879875183105,0.03150977823221087
0,10000,5500,5232.5,7.0,7.99,0.012600137901306152,0.049858916900407425
0,10000,6000,5232.5,0.5,7.99,0.018924589729309084,0.13687029389003727
0,10000,6500,5232.5,0.5,7.99,0.02844559803009033,0.2169130015635736
0,15000,5000,5241.5,249.0,7.985,0.012447557640075683,-0.04716980447638987
0,15000,5100,5241.5,165.0,7.985,0.012630653953552246,-0.02736717718021024
0,15000,5200,5241.5,96.5,7.985,0.012554363822937011,-0.007949091323108625
0,15000,5300,5241.5,49.5,7.985,0.012645911979675293,0.011099103647585885
0,15000,5400,5241.5,21.0,7.985,0.012523847770690917,0.029791236659738464
0,15000,5500,5241.5,7.5,7.985,0.0124857027053833,0.048140375327935025
0,15000,6000,5241.5,0.5,7.985,0.018718606376647948,0.1351517523175647
0,15000,6500,5241.5,0.5,7.985,0.02824724369049072,0.2151944599911011
0,20000,4500,5239.5,740.0,7.98,0.021137003517150876,-0.15214867715658523
0,20000,5000,5239.5,248.0,7.98,0.012783234214782715,-0.04678816149875888
0,20000,5100,5239.5,164.0,7.98,0.012760347175598147,-0.026985534202579257
0,20000,5200,5239.5,95.5,7.98,0.01259250888824463,-0.007567448345477642
0,20000,5300,5239.5,49.0,7.98,0.012699315071105959,0.011480746625216866
0,20000,5400,5239.5,20.5,7.98,0.012500960731506347,0.030172879637369445
0,20000,5500,5239.5,7.5,7.98,0.012561992835998535,0.04852201830556601
0,20000,6000,5239.5,0.5,7.98,0.018772009468078617,0.1355333952951957
0,20000,6500,5239.5,0.5,7.98,0.02830064678192138,0.21557610296873206
0,25000,5000,5233.5,242.0,7.975,0.012561992835998535,-0.045642357878701044
0,25000,5100,5233.5,159.0,7.975,0.012684057044982912,-0.025839730582521335
0,25000,5200,5233.5,91.5,7.975,0.012516218757629394,-0.006421644725419757
0,25000,5300,5233.5,46.0,7.975,0.012569621849060058,0.012626550245274717
0,25000,5400,5233.5,19.5,7.975,0.012554363822937011,0.03131868325742726
0,25000,5500,5233.5,7.5,7.975,0.01279086322784424,0.049667821925623794
0,25000,6000,5233.5,0.5,7.975,0.018916960716247558,0.13667919891525354
0,25000,6500,5233.5,0.5,7.975,0.02844559803009033,0.21672190658878995
0,30000,5000,5231.0,240.0,7.97,0.012668799018859865,-0.0451645519543736
0,30000,5100,5231.0,157.0,7.97,0.012668799018859865,-0.025361924658193962
0,30000,5200,5231.0,90.0,7.97,0.01250858974456787,-0.0059438388010923425
0,30000,5300,5231.0,45.5,7.97,0.012645911979675293,0.013104356169602063
0,30000,5400,5231.0,19.0,7.97,0.012546734809875488,0.03179648918175465
0,30000,5500,5231.0,6.5,7.97,0.01243992862701416,0.05014562784995122
0,30000,6000,5231.0,0.5,7.97,0.018985621833801265,0.13715700483958096
0,30000,6500,5231.0,0.5,7.97,0.028514259147644043,0.21719971251311734
0,35000,5000,5230.5,239.5,7.965,0.012653540992736818,-0.045068963367578145
0,35000,5100,5230.5,156.5,7.965,0.012653540992736818,-0.025266336071398377
0,35000,5200,5230.5,89.5,7.965,0.012470444679260253,-0.005848250214296852
0,35000,5300,5230.5,45.0,7.965,0.01259250888824463,0.01319994475639768
0,35000,5400,5230.5,19.0,7.965,0.012577250862121582,0.03189207776855017
0,35000,5500,5230.5,6.5,7.965,0.012462815666198728,0.05024121643674665
0,35000,6000,5230.5,0.5,7.965,0.019000879859924314,0.13725259342637655
0,35000,6500,5230.5,0.5,7.965,0.02852951717376709,0.21729530109991294
0,40000,4500,5232.5,733.0,7.96,0.02099968128204345,-0.15081177856174371
0,40000,5000,5232.5,241.0,7.96,0.012539105796813964,-0.04545126290391742
0,40000,5100,5232.5,158.0,7.96,0.012645911979675293,-0.02564863560773769
0,40000,5200,5232.5,90.5,7.96,0.012455186653137206,-0.006230549750636086
0,40000,5300,5232.5,46.0,7.96,0.012645911979675293,0.012817645220058302
0,40000,5400,5232.5,19.5,7.96,0.012607766914367676,0.03150977823221087
0,40000,5500,5232.5,7.0,7.96,0.012623024940490724,0.049858916900407425
0,40000,6000,5232.5,0.5,7.96,0.018962734794616694,0.13687029389003727
0,40000,6500,5232.5,0.5,7.96,0.028499001121520994,0.2169130015635736
0,45000,5000,5233.5,242.0,7.955,0.012577250862121582,-0.045642357878701044
0,45000,5100,5233.5,159.0,7.955,0.012699315071105959,-0.025839730582521335
0,45000,5200,5233.5,91.0,7.955,0.01243992862701416,-0.006421644725419757
0,45000,5300,5233.5,46.0,7.955,0.012584879875183105,0.012626550245274717
0,45000,5400,5233.5,19.5,7.955,0.012569621849060058,0.03131868325742726
0,45000,5500,5233.5,7.5,7.955,0.012806121253967287,0.049667821925623794
0,45000,6000,5233.5,0.5,7.955,0.01893984775543213,0.13667919891525354
0,45000,6500,5233.5,0.5,7.955,0.028483743095397945,0.21672190658878995
0,50000,5000,5238.0,246.0,7.95,0.012546734809875488,-0.046501833651419765
0,50000,5100,5238.0,162.0,7.95,0.01259250888824463,-0.026699206355240084
0,50000,5200,5238.0,93.5,7.95,0.012424670600891113,-0.007281120498138532
0,50000,5300,5238.0,48.0,7.95,0.012645911979675293,0.011767074472556028
0,50000,5400,5238.0,20.5,7.95,0.012600137901306152,0.03045920748470844
0,50000,5500,5238.0,7.5,7.95,0.01263828296661377,0.04880834615290505
0,50000,6000,5238.0,0.5,7.95,0.018840670585632324,0.1358197231425348
0,50000,6500,5238.0,0.5,7.95,0.028392194938659666,0.21586243081607137
0,55000,4000,5236.0,1237.5,7.945,0.0401561330795288,-0.2692634869277629
0,55000,4500,5236.0,737.0,7.945,0.022899305534362792,-0.1514804512713794
0,55000,5000,5236.0,245.5,7.945,0.013073136711120608,-0.04611993561355315
0,55000,5100,5236.0,161.5,7.945,0.012836637306213379,-0.026317308317373417
0,55000,5200,5236.0,93.0,7.945,0.012546734809875488,-0.006899222460271821
0,55000,5300,5236.0,47.0,7.945,0.012607766914367676,0.01214897251042267
0,55000,5400,5236.0,20.0,7.945,0.012577250862121582,0.030841105522575234
0,55000,5500,5236.0,7.5,7.945,0.012722202110290529,0.04919024419077178
0,55000,6000,5236.0,0.5,7.945,0.018894073677062986,0.1362016211804016
0,55000,6500,5236.0,0.5,7.945,0.02844559803009033,0.21624432885393788
0,60000,5000,5244.5,251.0,7.94,0.012150026130676271,-0.04774199598542121
0,60000,5100,5244.5,166.0,7.94,0.012340751457214355,-0.027939368689241423
0,60000,5200,5244.5,96.5,7.94,0.012279719352722167,-0.00852128283213988
0,60000,5300,5244.5,49.0,7.94,0.012394154548645021,0.01052691213855467
0,60000,5400,5244.5,21.0,7.94,0.012409412574768066,0.029219045150707074
0,60000,5500,5244.5,8.0,7.94,0.012607766914367676,0.04756818381890368
0,60000,6000,5244.5,0.5,7.94,0.01869571933746338,0.13457956080853337
0,60000,6500,5244.5,0.5,7.94,0.02825487270355224,0.21462226848206992
0,65000,5000,5233.5,242.0,7.935,0.01259250888824463,-0.045642357878701044
0,65000,5100,5233.5,158.0,7.935,0.012493331718444823,-0.025839730582521335
0,65000,5200,5233.5,90.5,7.935,0.01237126750946045,-0.006421644725419757
0,65000,5300,5233.5,46.0,7.935,0.012600137901306152,0.012626550245274717
0,65000,5400,5233.5,19.5,7.935,0.012584879875183105,0.03131868325742726
0,65000,5500,5233.5,7.5,7.935,0.012821379280090332,0.049667821925623794
0,65000,6000,5233.5,0.5,7.935,0.018962734794616694,0.13667919891525354
0,65000,6500,5233.5,0.5,7.935,0.028521888160705566,0.21672190658878995
0,70000,4500,5240.5,741.0,7.93,0.021228551673889158,-0.15233951685182093
0,70000,5000,5240.5,249.0,7.93,0.012867153358459473,-0.04697900119399465
0,70000,5100,5240.5,164.0,7.93,0.012623024940490724,-0.02717637389781485
0,70000,5200,5240.5,94.5,7.93,0.012356009483337402,-0.0077582880407132924
0,70000,5300,5240.5,48.0,7.93,0.012493331718444823,0.01128990692998116
0,70000,5400,5240.5,20.5,7.93,0.012493331718444823,0.029982039942133686
0,70000,5500,5240.5,7.5,7.93,0.012561992835998535,0.0483311786103302
0,70000,6000,5240.5,0.5,7.93,0.018802525520324707,0.13534255559996006
0,70000,6500,5240.5,0.5,7.93,0.028369307899475095,0.21538526327349639
0,75000,5000,5242.5,250.0,7.925,0.012531476783752441,-0.047360571359837574
0,75000,5100,5242.5,165.0,7.925,0.012493331718444823,-0.027557944063657906
0,75000,5200,5242.5,95.5,7.925,0.012325493431091308,-0.008139858206556256
0,75000,5300,5242.5,49.0,7.925,0.012539105796813964,0.010908336764138287
0,75000,5400,5242.5,21.0,7.925,0.012516218757629394,0.029600469776290682
0,75000,5500,5242.5,8.0,7.925,0.012699315071105959,0.04794960844448728
0,75000,6000,5242.5,0.5,7.925,0.01876438045501709,0.13496098543411714
0,75000,6500,5242.5,0.5,7.925,0.028331162834167478,0.21500369310765347
0,80000,5000,5249.5,256.0,7.92,0.012340751457214355,-0.04869492153875851
0,80000,5100,5249.5,170.5,7.92,0.0124857027053833,-0.028892294242578814
0,80000,5200,5249.5,99.5,7.92,0.012287348365783692,-0.009474208385477242
0,80000,5300,5249.5,51.5,7.92,0.012500960731506347,0.009573986585217227
0,80000,5400,5249.5,22.5,7.92,0.012531476783752441,0.028266119597369875
0,80000,5500,5249.5,8.5,7.92,0.01263828296661377,0.04661525826556629
0,80000,6000,5249.5,0.5,7.92,0.018604171180725097,0.1336266352551961
0,80000,6500,5249.5,0.5,7.92,0.02817858257293701,0.21366934292873258
0,85000,5000,5244.5,251.0,7.915,0.012165284156799317,-0.04774199598542121
0,85000,5100,5244.5,165.5,7.915,0.01224157428741455,-0.027939368689241423
0,85000,5200,5244.5,95.5,7.915,0.012119510078430177,-0.00852128283213988
0,85000,5300,5244.5,49.0,7.915,0.012409412574768066,0.01052691213855467
0,85000,5400,5244.5,21.5,7.915,0.012546734809875488,0.029219045150707074
0,85000,5500,5244.5,8.0,7.915,0.012630653953552246,0.04756818381890368
0,85000,6000,5244.5,0.5,7.915,0.018726235389709474,0.13457956080853337
0,85000,6500,5244.5,0.5,7.915,0.02830064678192138,0.21462226848206992
0,90000,5000,5235.5,244.0,7.91,0.012691686058044434,-0.04602443831127929
0,90000,5100,5235.5,159.0,7.91,0.012386525535583497,-0.02622181101509957
0,90000,5200,5235.5,91.5,7.91,0.012363638496398927,-0.006803725157998089
0,90000,5300,5235.5,46.0,7.91,0.0124857027053833,0.012244469812696512
0,90000,5400,5235.5,19.5,7.91,0.01250858974456787,0.030936602824849068
0,90000,5500,5235.5,7.5,7.91,0.01276797618865967,0.04928574149304561
0,90000,6000,5235.5,0.5,7.91,0.01894747676849365,0.13629711848267523
0,90000,6500,5235.5,0.5,7.91,0.028514259147644043,0.2163398261562117
0,95000,5000,5233.5,242.0,7.905,0.0126153959274292,-0.045642357878701044
0,95000,5100,5233.5,158.0,7.905,0.012516218757629394,-0.025839730582521335
0,95000,5200,5233.5,89.5,7.905,0.012218687248229979,-0.006421644725419757
0,95000,5300,5233.5,45.0,7.905,0.012447557640075683,0.012626550245274717
0,95000,5400,5233.5,19.5,7.905,0.012607766914367676,0.03131868325742726
0,95000,5500,5233.5,7.5,7.905,0.012844266319274902,0.049667821925623794
0,95000,6000,5233.5,0.5,7.905,0.019000879859924314,0.13667919891525354
0,95000,6500,5233.5,0.5,7.905,0.02857529125213623,0.21672190658878995
0,100000,4500,5237.5,738.0,7.9,0.021198035621643064,-0.15176688847198208
0,100000,5000,5237.5,246.0,7.9,0.012775605201721192,-0.0464063728141558
0,100000,5100,5237.5,161.5,7.9,0.012607766914367676,-0.02660374551797602
0,100000,5200,5237.5,92.5,7.9,0.012340751457214355,-0.007185659660874486
0,100000,5300,5237.5,46.0,7.9,0.012363638496398927,0.011862535309819948
0,100000,5400,5237.5,20.0,7.9,0.012539105796813964,0.030554668321972667
0,100000,5500,5237.5,7.5,7.9,0.012699315071105959,0.048903806990169156
0,100000,6000,5237.5,0.5,7.9,0.018909331703186035,0.1359151839797989
0,100000,6500,5237.5,0.5,7.9,0.02849137210845947,0.21595789165333532
0,105000,5000,5233.5,241.5,7.895,0.012424670600891113,-0.045642357878701044
0,105000,5100,5233.5,158.0,7.895,0.012523847770690917,-0.025839730582521335
0,105000,5200,5233.5,89.5,7.895,0.012226316261291503,-0.006421644725419757
0,105000,5300,5233.5,45.0,7.895,0.012455186653137206,0.012626550245274717
0,105000,5400,5233.5,19.0,7.895,0.012493331718444823,0.03131868325742726
0,105000,5500,5233.5,7.5,7.895,0.012851895332336426,0.049667821925623794
0,105000,6000,5233.5,0.5,7.895,0.019016137886047363,0.13667919891525354
0,105000,6500,5233.5,0.5,7.895,0.028590549278259277,0.21672190658878995
0,110000,4000,5222.0,1223.5,7.89,0.03995014972686767,-0.2665861091570465
0,110000,4500,5222.0,724.0,7.89,0.024844703865051262,-0.14880307350066302
0,110000,5000,5222.0,233.0,7.89,0.013111281776428226,-0.043442557842836724
0,110000,5100,5222.0,151.0,7.89,0.012912927436828614,-0.023639930546656966
0,110000,5200,5222.0,84.5,7.89,0.012500960731506347,-0.004221844689555452
0,110000,5300,5222.0,41.0,7.89,0.012470444679260253,0.014826350281138963
0,110000,5400,5222.0,17.5,7.89,0.012653540992736818,0.03351848329329156
0,110000,5500,5222.0,6.5,7.89,0.012836637306213379,0.051867621961488135
0,110000,6000,5222.0,0.5,7.89,0.019298411369323733,0.1388789989511179
0,110000,6500,5222.0,0.5,7.89,0.028865193748474117,0.21892170662465432
0,115000,5000,5221.5,230.5,7.885,0.012363638496398927,-0.04334680450336585
0,115000,5100,5221.5,149.0,7.885,0.012569621849060058,-0.023544177207186164
0,115000,5200,5221.5,83.5,7.885,0.012378896522521974,-0.004126091350084604
