day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
yf_ZC=F_d0;0;ASH_COATED_OSMIUM;10036;15;10033;27;;;10042;19;10044;18;;;10039.0;0.0
yf_ZC=F_d0;0;INTARIAN_PEPPER_ROOT;11529;12;11525;13;;;11535;9;11539;24;;;11532.0;0.0
yf_ZC=F_d0;100;ASH_COATED_OSMIUM;10036;17;10033;22;;;10042;23;10046;19;;;10039.0;0.0
yf_ZC=F_d0;100;INTARIAN_PEPPER_ROOT;11529;10;11527;25;;;11535;10;11539;18;;;11532.0;0.0
yf_ZC=F_d0;200;ASH_COATED_OSMIUM;10018;12;10016;12;;;10059;20;10061;13;;;10038.5;0.0
yf_ZC=F_d0;200;INTARIAN_PEPPER_ROOT;11529;11;11526;26;;;11535;18;11539;19;;;11532.0;0.0
yf_ZC=F_d0;300;ASH_COATED_OSMIUM;10036;11;10032;31;;;10042;19;10044;9;;;10039.0;0.0
yf_ZC=F_d0;300;INTARIAN_PEPPER_ROOT;11528;17;11526;17;;;11534;17;11538;8;;;11531.0;0.0
yf_ZC=F_d0;400;ASH_COATED_OSMIUM;10035;5;10033;19;;;10041;15;10044;11;;;10038.0;0.0
yf_ZC=F_d0;400;INTARIAN_PEPPER_ROOT;11528;15;11524;11;;;11534;17;11537;16;;;11531.0;0.0
yf_ZC=F_d0;500;ASH_COATED_OSMIUM;10035;15;10031;13;;;10042;20;10045;14;;;10038.5;0.0
yf_ZC=F_d0;500;INTARIAN_PEPPER_ROOT;11523;5;11520;17;;;11539;22;11542;11;;;11531.0;0.0
yf_ZC=F_d0;600;ASH_COATED_OSMIUM;10032;21;10028;21;;;10044;22;10047;16;;;10038.0;0.0
yf_ZC=F_d0;600;INTARIAN_PEPPER_ROOT;11524;23;11522;11;;;11538;15;11542;13;;;11531.0;0.0
yf_ZC=F_d0;700;ASH_COATED_OSMIUM;10035;16;10033;11;;;10041;19;10043;22;;;10038.0;0.0
yf_ZC=F_d0;700;INTARIAN_PEPPER_ROOT;11528;12;11524;25;;;11534;18;11536;18;;;11531.0;0.0
yf_ZC=F_d0;800;ASH_COATED_OSMIUM;10022;5;10019;21;;;10053;15;10057;15;;;10037.5;0.0
yf_ZC=F_d0;800;INTARIAN_PEPPER_ROOT;11527;9;11525;25;;;11533;7;11537;24;;;11530.0;0.0
yf_ZC=F_d0;900;ASH_COATED_OSMIUM;10035;10;10033;17;;;10041;18;10043;15;;;10038.0;0.0
yf_ZC=F_d0;900;INTARIAN_PEPPER_ROOT;11527;11;11524;14;;;11535;16;11539;25;;;11531.0;0.0
yf_ZC=F_d0;1000;ASH_COATED_OSMIUM;10035;13;10031;11;;;10041;16;10043;27;;;10038.0;0.0
yf_ZC=F_d0;1000;INTARIAN_PEPPER_ROOT;11527;22;11525;24;;;11533;20;11535;22;;;11530.0;0.0
yf_ZC=F_d0;1100;ASH_COATED_OSMIUM;10034;6;10032;11;;;10040;10;10044;14;;;10037.0;0.0
yf_ZC=F_d0;1100;INTARIAN_PEPPER_ROOT;11527;10;11525;19;;;11533;22;11537;20;;;11530.0;0.0
yf_ZC=F_d0;1200;ASH_COATED_OSMIUM;10034;5;10032;23;;;10040;15;10044;19;;;10037.0;0.0
yf_ZC=F_d0;1200;INTARIAN_PEPPER_ROOT;11522;9;11518;12;;;11536;22;11538;15;;;11529.0;0.0
yf_ZC=F_d0;1300;ASH_COATED_OSMIUM;10034;10;10032;11;;;10040;10;10043;18;;;10037.0;0.0
yf_ZC=F_d0;1300;INTARIAN_PEPPER_ROOT;11526;9;11522;18;;;11532;18;11535;20;;;11529.0;0.0
yf_ZC=F_d0;1400;ASH_COATED_OSMIUM;10034;22;10031;9;;;10040;16;10042;23;;;10037.0;0.0
yf_ZC=F_d0;1400;INTARIAN_PEPPER_ROOT;11526;19;11523;27;;;11532;13;11536;24;;;11529.0;0.0
yf_ZC=F_d0;1500;ASH_COATED_OSMIUM;10033;14;10029;24;;;10039;12;10041;29;;;10036.0;0.0
yf_ZC=F_d0;1500;INTARIAN_PEPPER_ROOT;11526;11;11523;24;;;11532;20;11535;17;;;11529.0;0.0
yf_ZC=F_d0;1600;ASH_COATED_OSMIUM;10033;13;10031;32;;;10039;14;10042;18;;;10036.0;0.0
yf_ZC=F_d0;1600;INTARIAN_PEPPER_ROOT;11522;14;11518;27;;;11535;13;11539;19;;;11528.5;0.0
yf_ZC=F_d0;1700;ASH_COATED_OSMIUM;10033;8;10029;27;;;10039;12;10041;18;;;10036.0;0.0
yf_ZC=F_d0;1700;INTARIAN_PEPPER_ROOT;11520;5;11517;20;;;11537;23;11539;10;;;11528.5;0.0
yf_ZC=F_d0;1800;ASH_COATED_OSMIUM;10032;20;10030;25;;;10040;15;10043;18;;;10036.0;0.0
