day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
av_WHEAT_d9;0;ASH_COATED_OSMIUM;9905;16;9901;22;;;9918;12;9922;20;;;9911.5;0.0
av_WHEAT_d9;0;INTARIAN_PEPPER_ROOT;12993;16;12990;14;;;13007;29;13009;28;;;13000.0;0.0
av_WHEAT_d9;100;ASH_COATED_OSMIUM;9906;10;9903;18;;;9919;14;9921;27;;;9912.5;0.0
av_WHEAT_d9;100;INTARIAN_PEPPER_ROOT;12994;16;12991;19;;;13002;19;13005;15;;;12998.0;0.0
av_WHEAT_d9;200;ASH_COATED_OSMIUM;9902;14;9900;21;;;9922;18;9926;15;;;9912.0;0.0
av_WHEAT_d9;200;INTARIAN_PEPPER_ROOT;12994;12;12990;25;;;13000;14;13004;19;;;12997.0;0.0
av_WHEAT_d9;300;ASH_COATED_OSMIUM;9909;8;9905;18;;;9915;6;9917;20;;;9912.0;0.0
av_WHEAT_d9;300;INTARIAN_PEPPER_ROOT;12992;17;12988;20;;;12998;20;13000;21;;;12995.0;0.0
av_WHEAT_d9;400;ASH_COATED_OSMIUM;9907;5;9905;19;;;9917;15;9920;18;;;9912.0;0.0
av_WHEAT_d9;400;INTARIAN_PEPPER_ROOT;12985;15;12983;15;;;13002;14;13005;24;;;12993.5;0.0
av_WHEAT_d9;500;ASH_COATED_OSMIUM;9909;6;9905;24;;;9915;15;9917;17;;;9912.0;0.0
av_WHEAT_d9;500;INTARIAN_PEPPER_ROOT;12987;11;12984;24;;;12997;11;13001;24;;;12992.0;0.0
av_WHEAT_d9;600;ASH_COATED_OSMIUM;9909;18;9905;14;;;9915;5;9917;14;;;9912.0;0.0
av_WHEAT_d9;600;INTARIAN_PEPPER_ROOT;12988;12;12984;22;;;12994;25;12996;25;;;12991.0;0.0
av_WHEAT_d9;700;ASH_COATED_OSMIUM;9909;12;9907;15;;;9915;23;9919;16;;;9912.0;0.0
av_WHEAT_d9;700;INTARIAN_PEPPER_ROOT;12981;6;12979;17;;;12998;16;13001;28;;;12989.5;0.0
av_WHEAT_d9;800;ASH_COATED_OSMIUM;9903;7;9900;21;;;9922;16;9925;27;;;9912.5;0.0
av_WHEAT_d9;800;INTARIAN_PEPPER_ROOT;12985;10;12981;23;;;12991;10;12993;13;;;12988.0;0.0
av_WHEAT_d9;900;ASH_COATED_OSMIUM;9900;16;9898;21;;;9925;5;9927;18;;;9912.5;0.0
av_WHEAT_d9;900;INTARIAN_PEPPER_ROOT;12978;14;12976;21;;;12996;16;12999;20;;;12987.0;0.0
av_WHEAT_d9;1000;ASH_COATED_OSMIUM;9905;11;9902;27;;;9919;19;9922;20;;;9912.0;0.0
av_WHEAT_d9;1000;INTARIAN_PEPPER_ROOT;12982;20;12980;20;;;12988;13;12992;25;;;12985.0;0.0
av_WHEAT_d9;1100;ASH_COATED_OSMIUM;9909;28;9905;11;;;9915;17;9917;17;;;9912.0;0.0
av_WHEAT_d9;1100;INTARIAN_PEPPER_ROOT;12981;15;12978;24;;;12987;21;12990;21;;;12984.0;0.0
av_WHEAT_d9;1200;ASH_COATED_OSMIUM;9909;13;9907;23;;;9915;16;9919;21;;;9912.0;0.0
