day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
yf_ZC=F_d12;0;ASH_COATED_OSMIUM;9893;12;9891;24;;;9906;11;9910;20;;;9899.5;0.0
yf_ZC=F_d12;0;INTARIAN_PEPPER_ROOT;11066;17;11062;24;;;11078;18;11082;15;;;11072.0;0.0
yf_ZC=F_d12;100;ASH_COATED_OSMIUM;9896;21;9894;16;;;9902;14;9905;20;;;9899.0;0.0
yf_ZC=F_d12;100;INTARIAN_PEPPER_ROOT;11073;10;11069;22;;;11079;13;11083;14;;;11076.0;0.0
yf_ZC=F_d12;200;ASH_COATED_OSMIUM;9897;18;9894;29;;;9903;6;9906;23;;;9900.0;0.0
yf_ZC=F_d12;200;INTARIAN_PEPPER_ROOT;11075;18;11072;12;;;11081;7;11084;24;;;11078.0;0.0
yf_ZC=F_d12;300;ASH_COATED_OSMIUM;9896;17;9894;18;;;9903;11;9907;26;;;9899.5;0.0
yf_ZC=F_d12;300;INTARIAN_PEPPER_ROOT;11063;17;11060;25;;;11098;11;11102;12;;;11080.5;0.0
yf_ZC=F_d12;400;ASH_COATED_OSMIUM;9896;15;9893;23;;;9904;17;9908;21;;;9900.0;0.0
yf_ZC=F_d12;400;INTARIAN_PEPPER_ROOT;11080;10;11077;16;;;11086;22;11088;14;;;11083.0;0.0
yf_ZC=F_d12;500;ASH_COATED_OSMIUM;9871;14;9869;15;;;9930;20;9934;19;;;9900.5;0.0
yf_ZC=F_d12;500;INTARIAN_PEPPER_ROOT;11082;5;11079;19;;;11090;20;11093;13;;;11086.0;0.0
yf_ZC=F_d12;600;ASH_COATED_OSMIUM;9889;10;9886;20;;;9911;20;9913;17;;;9900.0;0.0
yf_ZC=F_d12;600;INTARIAN_PEPPER_ROOT;11085;23;11081;25;;;11091;16;11094;16;;;11088.0;0.0
yf_ZC=F_d12;700;ASH_COATED_OSMIUM;9897;16;9893;25;;;9903;13;9907;25;;;9900.0;0.0
yf_ZC=F_d12;700;INTARIAN_PEPPER_ROOT;11087;5;11084;13;;;11093;16;11097;18;;;11090.0;0.0
yf_ZC=F_d12;800;ASH_COATED_OSMIUM;9897;27;9894;22;;;9903;18;9906;19;;;9900.0;0.0
