day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
yf_ZW=F_d3;0;ASH_COATED_OSMIUM;9908;15;9906;17;;;9915;5;9917;16;;;9911.5;0.0
yf_ZW=F_d3;0;INTARIAN_PEPPER_ROOT;10106;22;10104;22;;;10112;13;10116;17;;;10109.0;0.0
yf_ZW=F_d3;100;ASH_COATED_OSMIUM;9909;10;9906;19;;;9915;12;9918;13;;;9912.0;0.0
yf_ZW=F_d3;100;INTARIAN_PEPPER_ROOT;10105;12;10103;24;;;10111;21;10114;18;;;10108.0;0.0
yf_ZW=F_d3;200;ASH_COATED_OSMIUM;9909;11;9906;26;;;9915;13;9919;25;;;9912.0;0.0
yf_ZW=F_d3;200;INTARIAN_PEPPER_ROOT;10103;15;10100;21;;;10109;24;10113;17;;;10106.0;0.0
yf_ZW=F_d3;300;ASH_COATED_OSMIUM;9903;10;9899;24;;;9921;11;9923;23;;;9912.0;0.0
yf_ZW=F_d3;300;INTARIAN_PEPPER_ROOT;10103;10;10100;9;;;10109;12;10113;21;;;10106.0;0.0
yf_ZW=F_d3;400;ASH_COATED_OSMIUM;9909;12;9907;26;;;9915;19;9917;22;;;9912.0;0.0
yf_ZW=F_d3;400;INTARIAN_PEPPER_ROOT;10103;13;10100;25;;;10109;9;10111;12;;;10106.0;0.0
yf_ZW=F_d3;500;ASH_COATED_OSMIUM;9909;8;9905;18;;;9915;7;9919;20;;;9912.0;0.0
yf_ZW=F_d3;500;INTARIAN_PEPPER_ROOT;10102;21;10099;24;;;10108;17;10110;12;;;10105.0;0.0
yf_ZW=F_d3;600;ASH_COATED_OSMIUM;9909;13;9907;25;;;9915;18;9917;21;;;9912.0;0.0
yf_ZW=F_d3;600;INTARIAN_PEPPER_ROOT;10101;18;10097;11;;;10107;9;10110;28;;;10104.0;0.0
yf_ZW=F_d3;700;ASH_COATED_OSMIUM;9909;10;9907;24;;;9915;8;9918;25;;;9912.0;0.0
yf_ZW=F_d3;700;INTARIAN_PEPPER_ROOT;10098;14;10096;17;;;10108;12;10110;19;;;10103.0;0.0
yf_ZW=F_d3;800;ASH_COATED_OSMIUM;9907;18;9903;15;;;9918;13;9921;15;;;9912.5;0.0
yf_ZW=F_d3;800;INTARIAN_PEPPER_ROOT;10100;21;10097;22;;;10106;14;10109;14;;;10103.0;0.0
yf_ZW=F_d3;900;ASH_COATED_OSMIUM;9904;15;9901;19;;;9919;20;9923;16;;;9911.5;0.0
yf_ZW=F_d3;900;INTARIAN_PEPPER_ROOT;10091;13;10089;25;;;10113;19;10115;17;;;10102.0;0.0
yf_ZW=F_d3;1000;ASH_COATED_OSMIUM;9901;9;9899;17;;;9924;15;9926;13;;;9912.5;0.0
yf_ZW=F_d3;1000;INTARIAN_PEPPER_ROOT;10084;18;10082;22;;;10120;11;10122;12;;;10102.0;0.0
yf_ZW=F_d3;1100;ASH_COATED_OSMIUM;9905;14;9901;19;;;9919;14;9921;24;;;9912.0;0.0
yf_ZW=F_d3;1100;INTARIAN_PEPPER_ROOT;10098;13;10094;13;;;10104;10;10107;26;;;10101.0;0.0
yf_ZW=F_d3;1200;ASH_COATED_OSMIUM;9908;7;9906;30;;;9915;5;9918;25;;;9911.5;0.0
yf_ZW=F_d3;1200;INTARIAN_PEPPER_ROOT;10097;18;10095;18;;;10103;5;10106;15;;;10100.0;0.0
yf_ZW=F_d3;1300;ASH_COATED_OSMIUM;9909;12;9907;19;;;9915;13;9917;30;;;9912.0;0.0
yf_ZW=F_d3;1300;INTARIAN_PEPPER_ROOT;10097;21;10095;22;;;10103;11;10107;22;;;10100.0;0.0
yf_ZW=F_d3;1400;ASH_COATED_OSMIUM;9906;18;9902;22;;;9919;15;9922;24;;;9912.5;0.0
yf_ZW=F_d3;1400;INTARIAN_PEPPER_ROOT;10096;15;10094;15;;;10102;12;10106;23;;;10099.0;0.0
yf_ZW=F_d3;1500;ASH_COATED_OSMIUM;9910;17;9906;25;;;9916;20;9919;12;;;9913.0;0.0
yf_ZW=F_d3;1500;INTARIAN_PEPPER_ROOT;10096;15;10093;26;;;10102;17;10106;22;;;10099.0;0.0
yf_ZW=F_d3;1600;ASH_COATED_OSMIUM;9910;12;9906;18;;;9916;17;9919;9;;;9913.0;0.0
yf_ZW=F_d3;1600;INTARIAN_PEPPER_ROOT;10095;19;10092;8;;;10101;12;10103;21;;;10098.0;0.0
yf_ZW=F_d3;1700;ASH_COATED_OSMIUM;9909;9;9906;18;;;9915;16;9918;16;;;9912.0;0.0
yf_ZW=F_d3;1700;INTARIAN_PEPPER_ROOT;10090;8;10086;16;;;10103;28;10106;17;;;10096.5;0.0
yf_ZW=F_d3;1800;ASH_COATED_OSMIUM;9910;15;9907;20;;;9916;14;9920;19;;;9913.0;0.0
yf_ZW=F_d3;1800;INTARIAN_PEPPER_ROOT;10093;18;10091;21;;;10099;22;10103;31;;;10096.0;0.0
yf_ZW=F_d3;1900;ASH_COATED_OSMIUM;9909;13;9905;19;;;9915;8;9919;15;;;9912.0;0.0
yf_ZW=F_d3;1900;INTARIAN_PEPPER_ROOT;10093;15;10091;20;;;10099;12;10101;22;;;10096.0;0.0
yf_ZW=F_d3;2000;ASH_COATED_OSMIUM;9910;12;9907;23;;;9916;13;9920;22;;;9913.0;0.0
yf_ZW=F_d3;2000;INTARIAN_PEPPER_ROOT;10092;16;10090;22;;;10098;6;10102;24;;;10095.0;0.0
yf_ZW=F_d3;2100;ASH_COATED_OSMIUM;9909;16;9907;20;;;9915;24;9917;21;;;9912.0;0.0
yf_ZW=F_d3;2100;INTARIAN_PEPPER_ROOT;10091;15;10089;26;;;10098;17;10100;20;;;10094.5;0.0
yf_ZW=F_d3;2200;ASH_COATED_OSMIUM;9910;5;9907;11;;;9916;6;9918;25;;;9913.0;0.0
yf_ZW=F_d3;2200;INTARIAN_PEPPER_ROOT;10090;8;10086;20;;;10098;13;10102;18;;;10094.0;0.0
yf_ZW=F_d3;2300;ASH_COATED_OSMIUM;9910;13;9906;17;;;9916;13;9919;17;;;9913.0;0.0
yf_ZW=F_d3;2300;INTARIAN_PEPPER_ROOT;10088;7;10084;21;;;10100;5;10103;20;;;10094.0;0.0
yf_ZW=F_d3;2400;ASH_COATED_OSMIUM;9906;10;9904;20;;;9919;20;9923;29;;;9912.5;0.0
yf_ZW=F_d3;2400;INTARIAN_PEPPER_ROOT;10089;13;10086;19;;;10095;25;10098;18;;;10092.0;0.0
yf_ZW=F_d3;2500;ASH_COATED_OSMIUM;9910;11;9907;23;;;9916;15;9920;12;;;9913.0;0.0
yf_ZW=F_d3;2500;INTARIAN_PEPPER_ROOT;10089;13;10085;26;;;10095;16;10099;13;;;10092.0;0.0
yf_ZW=F_d3;2600;ASH_COATED_OSMIUM;9910;5;9908;22;;;9916;19;9918;20;;;9913.0;0.0
yf_ZW=F_d3;2600;INTARIAN_PEPPER_ROOT;10088;16;10086;15;;;10094;5;10097;17;;;10091.0;0.0
yf_ZW=F_d3;2700;ASH_COATED_OSMIUM;9906;19;9903;16;;;9921;23;9925;20;;;9913.5;0.0
yf_ZW=F_d3;2700;INTARIAN_PEPPER_ROOT;10088;12;10085;23;;;10094;14;10096;23;;;10091.0;0.0
yf_ZW=F_d3;2800;ASH_COATED_OSMIUM;9910;15;9908;15;;;9916;10;9919;17;;;9913.0;0.0
yf_ZW=F_d3;2800;INTARIAN_PEPPER_ROOT;10081;10;10079;24;;;10100;12;10104;24;;;10090.5;0.0
yf_ZW=F_d3;2900;ASH_COATED_OSMIUM;9902;23;9899;19;;;9925;26;9927;15;;;9913.5;0.0
yf_ZW=F_d3;2900;INTARIAN_PEPPER_ROOT;10085;8;10083;14;;;10095;21;10097;10;;;10090.0;0.0
yf_ZW=F_d3;3000;ASH_COATED_OSMIUM;9903;17;9901;17;;;9922;15;9925;17;;;9912.5;0.0
yf_ZW=F_d3;3000;INTARIAN_PEPPER_ROOT;10085;15;10082;22;;;10091;25;10095;24;;;10088.0;0.0
yf_ZW=F_d3;3100;ASH_COATED_OSMIUM;9908;22;9906;24;;;9918;16;9920;25;;;9913.0;0.0
yf_ZW=F_d3;3100;INTARIAN_PEPPER_ROOT;10085;13;10083;10;;;10091;16;10095;22;;;10088.0;0.0
yf_ZW=F_d3;3200;ASH_COATED_OSMIUM;9908;18;9904;24;;;9918;14;9920;19;;;9913.0;0.0
yf_ZW=F_d3;3200;INTARIAN_PEPPER_ROOT;10084;13;10080;19;;;10090;7;10094;24;;;10087.0;0.0
yf_ZW=F_d3;3300;ASH_COATED_OSMIUM;9903;18;9899;17;;;9922;14;9924;29;;;9912.5;0.0
yf_ZW=F_d3;3300;INTARIAN_PEPPER_ROOT;10084;6;10081;12;;;10090;14;10092;19;;;10087.0;0.0
yf_ZW=F_d3;3400;ASH_COATED_OSMIUM;9910;16;9907;21;;;9916;21;9920;22;;;9913.0;0.0
yf_ZW=F_d3;3400;INTARIAN_PEPPER_ROOT;10083;15;10081;19;;;10089;9;10091;33;;;10086.0;0.0
yf_ZW=F_d3;3500;ASH_COATED_OSMIUM;9909;20;9907;20;;;9916;23;9918;14;;;9912.5;0.0
yf_ZW=F_d3;3500;INTARIAN_PEPPER_ROOT;10083;20;10081;17;;;10089;14;10093;16;;;10086.0;0.0
yf_ZW=F_d3;3600;ASH_COATED_OSMIUM;9906;22;9902;16;;;9921;14;9924;14;;;9913.5;0.0
yf_ZW=F_d3;3600;INTARIAN_PEPPER_ROOT;10082;13;10080;17;;;10088;22;10090;24;;;10085.0;0.0
yf_ZW=F_d3;3700;ASH_COATED_OSMIUM;9910;10;9908;21;;;9916;20;9919;20;;;9913.0;0.0
yf_ZW=F_d3;3700;INTARIAN_PEPPER_ROOT;10081;7;10078;24;;;10087;14;10091;12;;;10084.0;0.0
yf_ZW=F_d3;3800;ASH_COATED_OSMIUM;9910;19;9907;20;;;9917;20;9920;15;;;9913.5;0.0
yf_ZW=F_d3;3800;INTARIAN_PEPPER_ROOT;10080;23;10078;15;;;10087;17;10091;15;;;10083.5;0.0
yf_ZW=F_d3;3900;ASH_COATED_OSMIUM;9910;16;9908;17;;;9916;9;9919;21;;;9913.0;0.0
yf_ZW=F_d3;3900;INTARIAN_PEPPER_ROOT;10080;14;10077;20;;;10086;23;10088;23;;;10083.0;0.0
yf_ZW=F_d3;4000;ASH_COATED_OSMIUM;9910;17;9908;29;;;9916;13;9919;23;;;9913.0;0.0
yf_ZW=F_d3;4000;INTARIAN_PEPPER_ROOT;10075;6;10071;26;;;10090;17;10093;22;;;10082.5;0.0
yf_ZW=F_d3;4100;ASH_COATED_OSMIUM;9911;18;9909;21;;;9917;17;9919;19;;;9914.0;0.0
yf_ZW=F_d3;4100;INTARIAN_PEPPER_ROOT;10077;15;10074;23;;;10086;19;10089;21;;;10081.5;0.0
yf_ZW=F_d3;4200;ASH_COATED_OSMIUM;9908;15;9906;21;;;9919;23;9923;23;;;9913.5;0.0
yf_ZW=F_d3;4200;INTARIAN_PEPPER_ROOT;10079;16;10076;21;;;10085;13;10087;25;;;10082.0;0.0
yf_ZW=F_d3;4300;ASH_COATED_OSMIUM;9908;19;9906;20;;;9919;14;9922;17;;;9913.5;0.0
yf_ZW=F_d3;4300;INTARIAN_PEPPER_ROOT;10076;9;10074;22;;;10085;16;10088;18;;;10080.5;0.0
yf_ZW=F_d3;4400;ASH_COATED_OSMIUM;9911;9;9909;22;;;9917;12;9919;17;;;9914.0;0.0
yf_ZW=F_d3;4400;INTARIAN_PEPPER_ROOT;10077;16;10073;17;;;10083;22;10087;24;;;10080.0;0.0
yf_ZW=F_d3;4500;ASH_COATED_OSMIUM;9907;14;9905;26;;;9920;10;9924;21;;;9913.5;0.0
yf_ZW=F_d3;4500;INTARIAN_PEPPER_ROOT;10076;17;10073;10;;;10082;12;10086;22;;;10079.0;0.0
yf_ZW=F_d3;4600;ASH_COATED_OSMIUM;9905;11;9903;16;;;9923;13;9925;20;;;9914.0;0.0
yf_ZW=F_d3;4600;INTARIAN_PEPPER_ROOT;10072;14;10070;18;;;10086;16;10089;16;;;10079.0;0.0
yf_ZW=F_d3;4700;ASH_COATED_OSMIUM;9911;12;9908;25;;;9917;14;9921;22;;;9914.0;0.0
yf_ZW=F_d3;4700;INTARIAN_PEPPER_ROOT;10074;20;10072;18;;;10080;17;10083;13;;;10077.0;0.0
yf_ZW=F_d3;4800;ASH_COATED_OSMIUM;9911;9;9909;12;;;9917;17;9921;19;;;9914.0;0.0
yf_ZW=F_d3;4800;INTARIAN_PEPPER_ROOT;10074;12;10071;28;;;10080;8;10083;24;;;10077.0;0.0
yf_ZW=F_d3;4900;ASH_COATED_OSMIUM;9906;9;9904;19;;;9921;18;9923;20;;;9913.5;0.0
yf_ZW=F_d3;4900;INTARIAN_PEPPER_ROOT;10073;17;10071;15;;;10079;20;10083;15;;;10076.0;0.0
yf_ZW=F_d3;5000;ASH_COATED_OSMIUM;9911;18;9908;28;;;9917;12;9920;16;;;9914.0;0.0
yf_ZW=F_d3;5000;INTARIAN_PEPPER_ROOT;10072;15;10070;23;;;10079;24;10081;17;;;10075.5;0.0
yf_ZW=F_d3;5100;ASH_COATED_OSMIUM;9910;17;9908;24;;;9916;11;9919;9;;;9913.0;0.0
yf_ZW=F_d3;5100;INTARIAN_PEPPER_ROOT;10072;16;10068;21;;;10078;9;10082;21;;;10075.0;0.0
yf_ZW=F_d3;5200;ASH_COATED_OSMIUM;9910;17;9908;24;;;9919;16;9922;29;;;9914.5;0.0
yf_ZW=F_d3;5200;INTARIAN_PEPPER_ROOT;10072;16;10070;18;;;10078;5;10082;19;;;10075.0;0.0
yf_ZW=F_d3;5300;ASH_COATED_OSMIUM;9907;13;9903;23;;;9921;20;9925;14;;;9914.0;0.0
yf_ZW=F_d3;5300;INTARIAN_PEPPER_ROOT;10072;20;10070;15;;;10078;11;10081;23;;;10075.0;0.0
yf_ZW=F_d3;5400;ASH_COATED_OSMIUM;9911;18;9907;13;;;9917;16;9919;16;;;9914.0;0.0
yf_ZW=F_d3;5400;INTARIAN_PEPPER_ROOT;10065;10;10063;19;;;10081;5;10084;14;;;10073.0;0.0
yf_ZW=F_d3;5500;ASH_COATED_OSMIUM;9911;14;9909;11;;;9917;16;9921;27;;;9914.0;0.0
yf_ZW=F_d3;5500;INTARIAN_PEPPER_ROOT;10068;11;10066;23;;;10077;17;10079;24;;;10072.5;0.0
yf_ZW=F_d3;5600;ASH_COATED_OSMIUM;9911;10;9908;17;;;9917;16;9921;22;;;9914.0;0.0
yf_ZW=F_d3;5600;INTARIAN_PEPPER_ROOT;10069;11;10067;19;;;10075;21;10078;21;;;10072.0;0.0
yf_ZW=F_d3;5700;ASH_COATED_OSMIUM;9909;24;9906;20;;;9920;12;9923;24;;;9914.5;0.0
yf_ZW=F_d3;5700;INTARIAN_PEPPER_ROOT;10069;9;10065;20;;;10075;15;10079;18;;;10072.0;0.0
yf_ZW=F_d3;5800;ASH_COATED_OSMIUM;9911;7;9909;13;;;9917;20;9920;20;;;9914.0;0.0
yf_ZW=F_d3;5800;INTARIAN_PEPPER_ROOT;10067;13;10063;24;;;10073;7;10076;22;;;10070.0;0.0
yf_ZW=F_d3;5900;ASH_COATED_OSMIUM;9911;8;9908;29;;;9917;20;9920;15;;;9914.0;0.0
yf_ZW=F_d3;5900;INTARIAN_PEPPER_ROOT;10064;14;10062;26;;;10075;19;10078;18;;;10069.5;0.0
yf_ZW=F_d3;6000;ASH_COATED_OSMIUM;9912;15;9910;25;;;9918;13;9921;24;;;9915.0;0.0
yf_ZW=F_d3;6000;INTARIAN_PEPPER_ROOT;10066;21;10064;26;;;10072;18;10074;11;;;10069.0;0.0
yf_ZW=F_d3;6100;ASH_COATED_OSMIUM;9911;9;9908;21;;;9917;10;9921;13;;;9914.0;0.0
yf_ZW=F_d3;6100;INTARIAN_PEPPER_ROOT;10066;6;10063;19;;;10072;13;10076;24;;;10069.0;0.0
yf_ZW=F_d3;6200;ASH_COATED_OSMIUM;9912;15;9910;15;;;9918;9;9921;22;;;9915.0;0.0
yf_ZW=F_d3;6200;INTARIAN_PEPPER_ROOT;10063;16;10059;21;;;10074;21;10077;15;;;10068.5;0.0
yf_ZW=F_d3;6300;ASH_COATED_OSMIUM;9911;14;9907;17;;;9917;13;9920;13;;;9914.0;0.0
yf_ZW=F_d3;6300;INTARIAN_PEPPER_ROOT;10062;8;10059;26;;;10074;10;10076;19;;;10068.0;0.0
yf_ZW=F_d3;6400;ASH_COATED_OSMIUM;9909;15;9906;15;;;9919;23;9921;18;;;9914.0;0.0
yf_ZW=F_d3;6400;INTARIAN_PEPPER_ROOT;10064;9;10062;27;;;10070;8;10073;19;;;10067.0;0.0
yf_ZW=F_d3;6500;ASH_COATED_OSMIUM;9911;9;9907;23;;;9917;8;9920;21;;;9914.0;0.0
yf_ZW=F_d3;6500;INTARIAN_PEPPER_ROOT;10064;17;10061;27;;;10070;11;10072;14;;;10067.0;0.0
yf_ZW=F_d3;6600;ASH_COATED_OSMIUM;9911;19;9909;19;;;9917;15;9921;20;;;9914.0;0.0
yf_ZW=F_d3;6600;INTARIAN_PEPPER_ROOT;10062;10;10058;17;;;10068;12;10071;24;;;10065.0;0.0
yf_ZW=F_d3;6700;ASH_COATED_OSMIUM;9911;7;9907;33;;;9917;10;9919;19;;;9914.0;0.0
yf_ZW=F_d3;6700;INTARIAN_PEPPER_ROOT;10062;19;10059;18;;;10068;21;10070;21;;;10065.0;0.0
yf_ZW=F_d3;6800;ASH_COATED_OSMIUM;9911;6;9909;26;;;9918;16;9922;17;;;9914.5;0.0
yf_ZW=F_d3;6800;INTARIAN_PEPPER_ROOT;10060;18;10057;21;;;10066;10;10068;17;;;10063.0;0.0
yf_ZW=F_d3;6900;ASH_COATED_OSMIUM;9912;17;9908;11;;;9918;18;9920;11;;;9915.0;0.0
yf_ZW=F_d3;6900;INTARIAN_PEPPER_ROOT;10060;5;10057;27;;;10066;22;10070;27;;;10063.0;0.0
yf_ZW=F_d3;7000;ASH_COATED_OSMIUM;9902;9;9900;25;;;9926;17;9929;16;;;9914.0;0.0
yf_ZW=F_d3;7000;INTARIAN_PEPPER_ROOT;10058;17;10056;17;;;10070;26;10073;20;;;10064.0;0.0
