day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
yf_BGS_d13;0;ASH_COATED_OSMIUM;9897;13;9894;11;;;9903;20;9905;22;;;9900.0;0.0
yf_BGS_d13;0;INTARIAN_PEPPER_ROOT;9993;17;9991;23;;;10005;16;10008;27;;;9999.0;0.0
yf_BGS_d13;100;ASH_COATED_OSMIUM;9892;11;9890;24;;;9908;13;9911;25;;;9900.0;0.0
yf_BGS_d13;100;INTARIAN_PEPPER_ROOT;9997;17;9995;12;;;10003;22;10007;12;;;10000.0;0.0
yf_BGS_d13;200;ASH_COATED_OSMIUM;9897;21;9895;24;;;9903;16;9906;19;;;9900.0;0.0
yf_BGS_d13;200;INTARIAN_PEPPER_ROOT;9999;14;9995;26;;;10006;9;10010;16;;;10002.5;0.0
yf_BGS_d13;300;ASH_COATED_OSMIUM;9892;13;9890;12;;;9907;6;9909;21;;;9899.5;0.0
yf_BGS_d13;300;INTARIAN_PEPPER_ROOT;9999;13;9995;21;;;10005;6;10008;15;;;10002.0;0.0
yf_BGS_d13;400;ASH_COATED_OSMIUM;9897;13;9894;20;;;9903;7;9907;19;;;9900.0;0.0
yf_BGS_d13;400;INTARIAN_PEPPER_ROOT;9999;15;9995;8;;;10007;8;10011;19;;;10003.0;0.0
yf_BGS_d13;500;ASH_COATED_OSMIUM;9896;17;9894;18;;;9902;20;9904;24;;;9899.0;0.0
yf_BGS_d13;500;INTARIAN_PEPPER_ROOT;9998;10;9994;28;;;10011;16;10014;16;;;10004.5;0.0
yf_BGS_d13;600;ASH_COATED_OSMIUM;9889;26;9887;22;;;9911;16;9915;14;;;9900.0;0.0
yf_BGS_d13;600;INTARIAN_PEPPER_ROOT;10002;15;9999;9;;;10009;19;10012;20;;;10005.5;0.0
yf_BGS_d13;700;ASH_COATED_OSMIUM;9887;7;9884;25;;;9912;15;9915;22;;;9899.5;0.0
yf_BGS_d13;700;INTARIAN_PEPPER_ROOT;10005;7;10002;18;;;10011;5;10013;19;;;10008.0;0.0
yf_BGS_d13;800;ASH_COATED_OSMIUM;9894;22;9891;18;;;9906;7;9909;9;;;9900.0;0.0
yf_BGS_d13;800;INTARIAN_PEPPER_ROOT;9987;18;9984;18;;;10026;18;10029;23;;;10006.5;0.0
yf_BGS_d13;900;ASH_COATED_OSMIUM;9896;9;9894;21;;;9902;10;9905;24;;;9899.0;0.0
yf_BGS_d13;900;INTARIAN_PEPPER_ROOT;10006;14;10003;18;;;10012;12;10015;26;;;10009.0;0.0
