day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
yf_ZC=F_d8;0;ASH_COATED_OSMIUM;9968;6;9966;22;;;9974;10;9976;21;;;9971.0;0.0
yf_ZC=F_d8;0;INTARIAN_PEPPER_ROOT;11751;19;11748;20;;;11773;14;11775;23;;;11762.0;0.0
yf_ZC=F_d8;100;ASH_COATED_OSMIUM;9968;20;9964;21;;;9974;6;9976;19;;;9971.0;0.0
yf_ZC=F_d8;100;INTARIAN_PEPPER_ROOT;11759;16;11757;21;;;11769;19;11772;20;;;11764.0;0.0
yf_ZC=F_d8;200;ASH_COATED_OSMIUM;9961;17;9959;18;;;9982;12;9986;21;;;9971.5;0.0
yf_ZC=F_d8;200;INTARIAN_PEPPER_ROOT;11755;23;11752;25;;;11774;16;11778;15;;;11764.5;0.0
yf_ZC=F_d8;300;ASH_COATED_OSMIUM;9961;27;9959;18;;;9981;20;9984;19;;;9971.0;0.0
yf_ZC=F_d8;300;INTARIAN_PEPPER_ROOT;11760;20;11758;19;;;11772;20;11776;17;;;11766.0;0.0
yf_ZC=F_d8;400;ASH_COATED_OSMIUM;9968;13;9966;17;;;9974;15;9978;14;;;9971.0;0.0
yf_ZC=F_d8;400;INTARIAN_PEPPER_ROOT;11764;14;11762;19;;;11770;16;11774;28;;;11767.0;0.0
yf_ZC=F_d8;500;ASH_COATED_OSMIUM;9968;22;9965;19;;;9974;17;9978;8;;;9971.0;0.0
yf_ZC=F_d8;500;INTARIAN_PEPPER_ROOT;11764;16;11761;14;;;11770;16;11773;23;;;11767.0;0.0
yf_ZC=F_d8;600;ASH_COATED_OSMIUM;9964;26;9960;26;;;9978;11;9982;26;;;9971.0;0.0
yf_ZC=F_d8;600;INTARIAN_PEPPER_ROOT;11755;15;11751;22;;;11782;9;11784;13;;;11768.5;0.0
yf_ZC=F_d8;700;ASH_COATED_OSMIUM;9967;20;9963;24;;;9976;26;9978;17;;;9971.5;0.0
yf_ZC=F_d8;700;INTARIAN_PEPPER_ROOT;11766;22;11764;25;;;11772;15;11774;23;;;11769.0;0.0
yf_ZC=F_d8;800;ASH_COATED_OSMIUM;9967;12;9965;10;;;9975;15;9978;19;;;9971.0;0.0
yf_ZC=F_d8;800;INTARIAN_PEPPER_ROOT;11768;16;11766;21;;;11774;6;11777;14;;;11771.0;0.0
yf_ZC=F_d8;900;ASH_COATED_OSMIUM;9966;15;9964;18;;;9975;12;9978;14;;;9970.5;0.0
yf_ZC=F_d8;900;INTARIAN_PEPPER_ROOT;11767;20;11763;17;;;11776;13;11779;16;;;11771.5;0.0
yf_ZC=F_d8;1000;ASH_COATED_OSMIUM;9963;13;9961;17;;;9980;17;9983;16;;;9971.5;0.0
yf_ZC=F_d8;1000;INTARIAN_PEPPER_ROOT;11769;15;11766;22;;;11775;17;11777;19;;;11772.0;0.0
yf_ZC=F_d8;1100;ASH_COATED_OSMIUM;9967;13;9963;23;;;9974;5;9978;18;;;9970.5;0.0
yf_ZC=F_d8;1100;INTARIAN_PEPPER_ROOT;11767;13;11763;10;;;11779;11;11781;19;;;11773.0;0.0
yf_ZC=F_d8;1200;ASH_COATED_OSMIUM;9966;20;9963;17;;;9976;11;9980;17;;;9971.0;0.0
