day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
spike_crash_volatile_s2;0;INTARIAN_PEPPER_ROOT;10998;10;10995;16;;;11000;14;11004;22;;;10999.0;0.0
spike_crash_volatile_s2;0;ASH_COATED_OSMIUM;9986;8;9984;13;;;10014;23;10017;23;;;10000.0;0.0
spike_crash_volatile_s2;100;INTARIAN_PEPPER_ROOT;10997;13;10993;17;;;11001;5;11005;14;;;10999.0;0.0
spike_crash_volatile_s2;100;ASH_COATED_OSMIUM;9993;20;9991;22;;;10001;8;10004;23;;;9997.0;0.0
spike_crash_volatile_s2;200;INTARIAN_PEPPER_ROOT;10967;13;10963;19;;;11023;15;11026;27;;;10995.0;0.0
spike_crash_volatile_s2;200;ASH_COATED_OSMIUM;9983;14;9981;16;;;10009;13;10012;23;;;9996.0;0.0
spike_crash_volatile_s2;300;INTARIAN_PEPPER_ROOT;10999;5;10996;18;;;11001;16;11003;15;;;11000.0;0.0
spike_crash_volatile_s2;300;ASH_COATED_OSMIUM;9987;5;9985;14;;;10003;7;10005;19;;;9995.0;0.0
spike_crash_volatile_s2;400;INTARIAN_PEPPER_ROOT;10993;14;10990;18;;;10999;13;11001;18;;;10996.0;0.0
spike_crash_volatile_s2;400;ASH_COATED_OSMIUM;9987;17;9983;18;;;10001;17;10005;19;;;9994.0;0.0
spike_crash_volatile_s2;500;INTARIAN_PEPPER_ROOT;10979;12;10977;21;;;11011;13;11015;29;;;10995.0;0.0
spike_crash_volatile_s2;500;ASH_COATED_OSMIUM;9976;14;9974;19;;;10000;24;10004;24;;;9988.0;0.0
spike_crash_volatile_s2;600;INTARIAN_PEPPER_ROOT;10997;9;10995;22;;;10999;23;11002;22;;;10998.0;0.0
spike_crash_volatile_s2;600;ASH_COATED_OSMIUM;9977;5;9973;21;;;10003;14;10005;23;;;9990.0;0.0
spike_crash_volatile_s2;700;INTARIAN_PEPPER_ROOT;10989;6;10987;13;;;11001;6;11005;21;;;10995.0;0.0
spike_crash_volatile_s2;700;ASH_COATED_OSMIUM;9966;17;9962;15;;;10010;17;10013;18;;;9988.0;0.0
spike_crash_volatile_s2;800;INTARIAN_PEPPER_ROOT;10967;13;10965;20;;;11021;14;11024;23;;;10994.0;0.0
spike_crash_volatile_s2;800;ASH_COATED_OSMIUM;9987;17;9985;17;;;9991;7;9994;14;;;9989.0;0.0
spike_crash_volatile_s2;900;INTARIAN_PEPPER_ROOT;10984;16;10980;26;;;11002;15;11005;21;;;10993.0;0.0
spike_crash_volatile_s2;900;ASH_COATED_OSMIUM;9973;17;9970;16;;;9997;21;10000;17;;;9985.0;0.0
spike_crash_volatile_s2;1000;INTARIAN_PEPPER_ROOT;10988;16;10984;18;;;11002;20;11005;27;;;10995.0;0.0
