day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
sideways_drift_s0;0;INTARIAN_PEPPER_ROOT;11493;14;11490;25;;;11509;15;11513;17;;;11501.0;0.0
sideways_drift_s0;0;ASH_COATED_OSMIUM;9981;8;9979;18;;;10017;12;10019;19;;;9999.0;0.0
sideways_drift_s0;100;INTARIAN_PEPPER_ROOT;11503;18;11499;17;;;11507;21;11511;19;;;11505.0;0.0
sideways_drift_s0;100;ASH_COATED_OSMIUM;9995;11;9991;23;;;10001;7;10003;23;;;9998.0;0.0
sideways_drift_s0;200;INTARIAN_PEPPER_ROOT;11497;8;11494;14;;;11523;18;11526;28;;;11510.0;0.0
sideways_drift_s0;200;ASH_COATED_OSMIUM;9995;11;9991;18;;;10007;12;10009;26;;;10001.0;0.0
sideways_drift_s0;300;INTARIAN_PEPPER_ROOT;11492;18;11489;23;;;11538;9;11540;22;;;11515.0;0.0
sideways_drift_s0;300;ASH_COATED_OSMIUM;10000;18;9996;20;;;10002;13;10005;20;;;10001.0;0.0
sideways_drift_s0;400;INTARIAN_PEPPER_ROOT;11507;14;11503;19;;;11535;13;11538;12;;;11521.0;0.0
sideways_drift_s0;400;ASH_COATED_OSMIUM;9996;16;9993;21;;;10006;15;10009;21;;;10001.0;0.0
sideways_drift_s0;500;INTARIAN_PEPPER_ROOT;11517;15;11514;17;;;11531;21;11533;17;;;11524.0;0.0
sideways_drift_s0;500;ASH_COATED_OSMIUM;9988;20;9986;31;;;10010;17;10012;25;;;9999.0;0.0
sideways_drift_s0;600;INTARIAN_PEPPER_ROOT;11522;15;11518;12;;;11534;13;11538;26;;;11528.0;0.0
sideways_drift_s0;600;ASH_COATED_OSMIUM;9987;6;9984;26;;;10017;13;10020;14;;;10002.0;0.0
sideways_drift_s0;700;INTARIAN_PEPPER_ROOT;11522;9;11519;26;;;11540;7;11543;20;;;11531.0;0.0
sideways_drift_s0;700;ASH_COATED_OSMIUM;9999;15;9996;20;;;10009;7;10012;23;;;10004.0;0.0
sideways_drift_s0;800;INTARIAN_PEPPER_ROOT;11505;23;11503;27;;;11565;9;11568;26;;;11535.0;0.0
sideways_drift_s0;800;ASH_COATED_OSMIUM;10000;5;9997;16;;;10006;13;10009;10;;;10003.0;0.0
sideways_drift_s0;900;INTARIAN_PEPPER_ROOT;11530;23;11528;17;;;11548;12;11550;22;;;11539.0;0.0
sideways_drift_s0;900;ASH_COATED_OSMIUM;9988;7;9985;21;;;10014;12;10016;16;;;10001.0;0.0
sideways_drift_s0;1000;INTARIAN_PEPPER_ROOT;11532;18;11528;23;;;11554;5;11556;22;;;11543.0;0.0
sideways_drift_s0;1000;ASH_COATED_OSMIUM;10001;16;9998;21;;;10003;11;10006;23;;;10002.0;0.0
sideways_drift_s0;1100;INTARIAN_PEPPER_ROOT;11546;18;11544;15;;;11548;13;11550;28;;;11547.0;0.0
sideways_drift_s0;1100;ASH_COATED_OSMIUM;9990;8;9987;20;;;10006;14;10008;26;;;9998.0;0.0
