day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
sideways_normal_s1;0;INTARIAN_PEPPER_ROOT;11497;10;11495;15;;;11505;6;11509;24;;;11501.0;0.0
sideways_normal_s1;0;ASH_COATED_OSMIUM;9998;7;9994;21;;;10002;12;10004;16;;;10000.0;0.0
sideways_normal_s1;100;INTARIAN_PEPPER_ROOT;11493;19;11491;20;;;11515;14;11519;26;;;11504.0;0.0
sideways_normal_s1;100;ASH_COATED_OSMIUM;9980;19;9976;28;;;10016;11;10018;27;;;9998.0;0.0
sideways_normal_s1;200;INTARIAN_PEPPER_ROOT;11500;14;11497;22;;;11514;19;11518;21;;;11507.0;0.0
sideways_normal_s1;200;ASH_COATED_OSMIUM;9988;6;9985;33;;;10012;13;10016;10;;;10000.0;0.0
sideways_normal_s1;300;INTARIAN_PEPPER_ROOT;11507;12;11503;21;;;11511;24;11514;21;;;11509.0;0.0
sideways_normal_s1;300;ASH_COATED_OSMIUM;9995;26;9991;15;;;10003;18;10005;20;;;9999.0;0.0
sideways_normal_s1;400;INTARIAN_PEPPER_ROOT;11513;13;11510;16;;;11515;15;11517;20;;;11514.0;0.0
sideways_normal_s1;400;ASH_COATED_OSMIUM;9990;5;9988;14;;;10002;22;10005;29;;;9996.0;0.0
sideways_normal_s1;500;INTARIAN_PEPPER_ROOT;11510;18;11506;20;;;11520;13;11523;20;;;11515.0;0.0
sideways_normal_s1;500;ASH_COATED_OSMIUM;9984;13;9981;21;;;10008;8;10011;29;;;9996.0;0.0
sideways_normal_s1;600;INTARIAN_PEPPER_ROOT;11514;19;11511;11;;;11528;14;11531;16;;;11521.0;0.0
sideways_normal_s1;600;ASH_COATED_OSMIUM;9995;10;9991;21;;;9997;18;9999;25;;;9996.0;0.0
sideways_normal_s1;700;INTARIAN_PEPPER_ROOT;11509;19;11507;19;;;11537;18;11539;18;;;11523.0;0.0
sideways_normal_s1;700;ASH_COATED_OSMIUM;9972;17;9968;23;;;10024;5;10026;11;;;9998.0;0.0
sideways_normal_s1;800;INTARIAN_PEPPER_ROOT;11526;5;11524;21;;;11528;12;11532;22;;;11527.0;0.0
sideways_normal_s1;800;ASH_COATED_OSMIUM;9996;8;9992;15;;;9998;14;10000;21;;;9997.0;0.0
sideways_normal_s1;900;INTARIAN_PEPPER_ROOT;11529;12;11526;10;;;11531;18;11533;22;;;11530.0;0.0
sideways_normal_s1;900;ASH_COATED_OSMIUM;9987;7;9983;20;;;10005;13;10008;21;;;9996.0;0.0
sideways_normal_s1;1000;INTARIAN_PEPPER_ROOT;11534;9;11530;12;;;11538;10;11541;13;;;11536.0;0.0
sideways_normal_s1;1000;ASH_COATED_OSMIUM;9992;15;9990;19;;;10004;15;10008;27;;;9998.0;0.0
sideways_normal_s1;1100;INTARIAN_PEPPER_ROOT;11525;12;11522;23;;;11549;5;11552;19;;;11537.0;0.0
sideways_normal_s1;1100;ASH_COATED_OSMIUM;9995;19;9991;14;;;9999;19;10001;11;;;9997.0;0.0
sideways_normal_s1;1200;INTARIAN_PEPPER_ROOT;11539;24;11535;23;;;11541;16;11544;26;;;11540.0;0.0
sideways_normal_s1;1200;ASH_COATED_OSMIUM;9992;16;9989;18;;;10000;12;10003;13;;;9996.0;0.0
sideways_normal_s1;1300;INTARIAN_PEPPER_ROOT;11542;17;11539;20;;;11544;23;11546;20;;;11543.0;0.0
sideways_normal_s1;1300;ASH_COATED_OSMIUM;9988;9;9984;13;;;10002;18;10006;18;;;9995.0;0.0
sideways_normal_s1;1400;INTARIAN_PEPPER_ROOT;11546;12;11542;26;;;11548;9;11552;15;;;11547.0;0.0
sideways_normal_s1;1400;ASH_COATED_OSMIUM;9992;7;9989;12;;;9994;8;9998;25;;;9993.0;0.0
sideways_normal_s1;1500;INTARIAN_PEPPER_ROOT;11549;18;11546;20;;;11551;15;11553;15;;;11550.0;0.0
sideways_normal_s1;1500;ASH_COATED_OSMIUM;9995;12;9991;15;;;9997;17;9999;18;;;9996.0;0.0
sideways_normal_s1;1600;INTARIAN_PEPPER_ROOT;11551;10;11549;13;;;11557;14;11561;23;;;11554.0;0.0
sideways_normal_s1;1600;ASH_COATED_OSMIUM;9968;5;9966;14;;;10020;11;10023;19;;;9994.0;0.0
sideways_normal_s1;1700;INTARIAN_PEPPER_ROOT;11550;13;11546;25;;;11562;27;11565;31;;;11556.0;0.0
sideways_normal_s1;1700;ASH_COATED_OSMIUM;9985;15;9981;17;;;10005;17;10008;14;;;9995.0;0.0
sideways_normal_s1;1800;INTARIAN_PEPPER_ROOT;11559;17;11557;22;;;11561;11;11564;18;;;11560.0;0.0
sideways_normal_s1;1800;ASH_COATED_OSMIUM;9990;14;9988;32;;;10000;14;10003;18;;;9995.0;0.0
sideways_normal_s1;1900;INTARIAN_PEPPER_ROOT;11540;12;11536;22;;;11588;12;11590;18;;;11564.0;0.0
sideways_normal_s1;1900;ASH_COATED_OSMIUM;9989;8;9985;24;;;9997;10;10001;23;;;9993.0;0.0
sideways_normal_s1;2000;INTARIAN_PEPPER_ROOT;11566;17;11563;19;;;11568;16;11570;28;;;11567.0;0.0
sideways_normal_s1;2000;ASH_COATED_OSMIUM;9993;12;9989;16;;;9999;9;10003;17;;;9996.0;0.0
sideways_normal_s1;2100;INTARIAN_PEPPER_ROOT;11561;10;11557;27;;;11581;12;11585;16;;;11571.0;0.0
sideways_normal_s1;2100;ASH_COATED_OSMIUM;9970;18;9967;19;;;10026;14;10028;20;;;9998.0;0.0
sideways_normal_s1;2200;INTARIAN_PEPPER_ROOT;11570;10;11568;24;;;11580;15;11582;19;;;11575.0;0.0
sideways_normal_s1;2200;ASH_COATED_OSMIUM;9994;13;9991;22;;;10006;19;10009;17;;;10000.0;0.0
sideways_normal_s1;2300;INTARIAN_PEPPER_ROOT;11576;8;11572;18;;;11582;9;11584;13;;;11579.0;0.0
sideways_normal_s1;2300;ASH_COATED_OSMIUM;10000;11;9996;28;;;10002;7;10004;13;;;10001.0;0.0
sideways_normal_s1;2400;INTARIAN_PEPPER_ROOT;11560;9;11557;20;;;11608;25;11611;19;;;11584.0;0.0
sideways_normal_s1;2400;ASH_COATED_OSMIUM;9986;5;9982;21;;;10022;12;10024;18;;;10004.0;0.0
sideways_normal_s1;2500;INTARIAN_PEPPER_ROOT;11586;20;11584;20;;;11588;14;11591;15;;;11587.0;0.0
sideways_normal_s1;2500;ASH_COATED_OSMIUM;10005;18;10002;14;;;10011;7;10014;15;;;10008.0;0.0
sideways_normal_s1;2600;INTARIAN_PEPPER_ROOT;11586;11;11582;20;;;11594;13;11597;17;;;11590.0;0.0
sideways_normal_s1;2600;ASH_COATED_OSMIUM;9998;16;9994;29;;;10006;11;10009;21;;;10002.0;0.0
sideways_normal_s1;2700;INTARIAN_PEPPER_ROOT;11574;12;11571;17;;;11612;17;11616;15;;;11593.0;0.0
sideways_normal_s1;2700;ASH_COATED_OSMIUM;9963;14;9961;19;;;10049;12;10051;13;;;10006.0;0.0
sideways_normal_s1;2800;INTARIAN_PEPPER_ROOT;11593;12;11590;23;;;11599;23;11601;18;;;11596.0;0.0
sideways_normal_s1;2800;ASH_COATED_OSMIUM;10008;11;10006;9;;;10010;5;10014;23;;;10009.0;0.0
sideways_normal_s1;2900;INTARIAN_PEPPER_ROOT;11579;14;11575;8;;;11621;14;11624;20;;;11600.0;0.0
sideways_normal_s1;2900;ASH_COATED_OSMIUM;9994;5;9992;19;;;10026;12;10029;20;;;10010.0;0.0
sideways_normal_s1;3000;INTARIAN_PEPPER_ROOT;11602;20;11599;22;;;11604;8;11607;14;;;11603.0;0.0
sideways_normal_s1;3000;ASH_COATED_OSMIUM;10010;26;10008;22;;;10014;15;10017;23;;;10012.0;0.0
sideways_normal_s1;3100;INTARIAN_PEPPER_ROOT;11603;15;11601;22;;;11609;6;11611;19;;;11606.0;0.0
